Species,SpecCode,TempMin,TempMax
Kumba calvifrons,27168,NA,NA
Kumba dentoni,27169,NA,NA
Kumba gymnorhynchus,27170,NA,NA
Kumba hebetata,16823,NA,NA
Kumba japonica,23187,NA,NA
Kumba maculisquama,27171,NA,NA
Kumba musorstom,58851,NA,NA
Kumba punctulata,27172,NA,NA
Kumococius rodericensis,8469,NA,NA
Kuronezumia bubonis,27120,NA,NA
Kuronezumia endoi,69349,NA,NA
Kuronezumia leonis,10241,NA,NA
Kuronezumia macronema,16273,NA,NA
Kuronezumia paepkei,58933,NA,NA
Kuronezumia pallida,52272,NA,NA
Kurtus indicus,4437,NA,NA
Kyataphisa caelata,1277,NA,NA
Kyataphisa nenga,25385,NA,NA
Kyonemichthys rumengani,64481,NA,NA
Kyphosus azureus,3595,NA,NA
Kyphosus bigibbus,5804,NA,NA
Kyphosus cinerascens,5805,NA,NA
Kyphosus cornelii,13024,NA,NA
Kyphosus elegans,12230,NA,NA
Kyphosus gladius,66719,NA,NA
Kyphosus hawaiiensis,62423,NA,NA
Kyphosus incisor,1064,NA,NA
Kyphosus lutescens,54425,NA,NA
Kyphosus ocyurus,3598,NA,NA
Kyphosus pacificus,62424,NA,NA
Kyphosus sandwicensis,66546,NA,NA
Kyphosus sectatrix,2498,NA,NA
Kyphosus sydneyanus,12723,NA,NA
Kyphosus vaigiensis,5806,NA,NA
Laemonema gracillipes,54569,NA,NA
Laemonema laureysi,2013,NA,NA
Laemonema longipes,2014,NA,NA
Laemonema macronema,54563,NA,NA
Laemonema melanurum,54560,NA,NA
Laemonema modestum,23164,NA,NA
Laemonema nana,23161,NA,NA
Laemonema rhodochir,54565,NA,NA
Laemonema robustum,46281,NA,NA
Laemonema verecundum,13826,NA,NA
Laemonema yarrellii,5092,NA,NA
Laemonema yuvto,54566,NA,NA
Laeops clarus,15576,NA,NA
Laeops cypho,23882,NA,NA
Laeops gracilis,15575,NA,NA
Laeops guentheri,10587,NA,NA
Laeops kitaharae,24225,NA,NA
Laeops lanceolata,69674,NA,NA
Laeops macrophthalmus,60533,NA,NA
Laeops natalensis,8893,NA,NA
Laeops nigrescens,62413,NA,NA
Labichthys carinatus,9106,NA,NA
Labichthys yanoi,46951,NA,NA
Labracinus atrofasciatus,59000,NA,NA
Labracinus cyclophthalmus,12662,22,26
Labracinus lineatus,14998,20,24
Labracoglossa argenteiventris,6623,NA,NA
Labracoglossa nitida,12683,NA,NA
Labrichthys unilineatus,5109,NA,NA
Labrisomus conditus,64873,NA,NA
Labrisomus cricota,59789,NA,NA
Labrisomus fernandezianus,55258,NA,NA
Labrisomus jenkinsi,46661,NA,NA
Labrisomus multiporosus,8295,NA,NA
Labrisomus nuchipinnis,3735,NA,NA
Labrisomus philippii,55259,NA,NA
Labrisomus pomaspilus,60826,NA,NA
Labrisomus socorroensis,54353,NA,NA
Labrisomus wigginsi,54354,NA,NA
Labrisomus xanti,8297,NA,NA
Labroides bicolor,5650,24,28
Labroides dimidiatus,5459,24,28
Labroides pectoralis,5651,NA,NA
Labroides phthirophagus,7765,NA,NA
Labroides rubrolabiatus,23530,NA,NA
Labropsis alleni,4863,NA,NA
Labropsis australis,4868,NA,NA
Labropsis manabei,4866,24,27
Labropsis micronesica,4867,NA,NA
Labropsis polynesica,4864,NA,NA
Labropsis xanthonota,4865,24,27
Labrus bergylta,572,NA,NA
Labrus merula,4582,NA,NA
Labrus mixtus,1375,NA,NA
Labrus viridis,51659,NA,NA
Lachneratus phasmaticus,12671,NA,NA
Lachnolaimus maximus,1071,NA,NA
Lactarius lactarius,363,NA,NA
Lactophrys bicaudalis,4286,NA,NA
Lactophrys trigonus,1107,NA,NA
Lactophrys triqueter,1109,NA,NA
Lactoria cornuta,6399,NA,NA
Lactoria diaphana,6554,NA,NA
Lactoria fornasini,7837,NA,NA
Lactoria paschae,54967,NA,NA
Laemonema barbatulum,28218,NA,NA
Laemonema compressicauda,16769,NA,NA
Laemonema filodorsale,23165,NA,NA
Laemonema goodebeanorum,54568,NA,NA
Laeops nigromaculatus,7643,NA,NA
Laeops parviceps,11234,NA,NA
Laeops pectoralis,7645,NA,NA
Lagiacrusichthys macropinna,6975,NA,NA
Lagocephalus cheesemanii,49305,NA,NA
Lagocephalus gloveri,10523,NA,NA
Lapitaichthys frickei,64482,NA,NA
Lappanella fasciata,22513,NA,NA
Lappanella guineensis,22517,NA,NA
Lepidion capensis,17062,NA,NA
Lepidion ensiferus,2015,NA,NA
Lepidion eques,2016,NA,NA
Lepidion guentheri,46282,NA,NA
Lepidion inosimae,23146,NA,NA
Lepidion lepidion,2017,NA,NA
Lepidion microcephalus,14053,NA,NA
Lepidion natalensis,10244,NA,NA
Lagocephalus guentheri,28209,NA,NA
Lagocephalus inermis,8068,NA,NA
Lagocephalus laevigatus,1239,NA,NA
Lagocephalus lagocephalus,4292,NA,NA
Lagocephalus sceleratus,4761,NA,NA
Lagocephalus spadiceus,8180,NA,NA
Lagocephalus suezensis,55076,NA,NA
Lagocephalus wheeleri,24313,NA,NA
Lagodon rhomboides,3576,NA,NA
Laiphognathus longispinis,64223,NA,NA
Laiphognathus multimaculatus,7564,NA,NA
Lalmohania velutina,54376,NA,NA
Lamiopsis temminckii,892,NA,NA
Lamiopsis tephrodes,66612,NA,NA
Lamna ditropis,755,NA,NA
Lamna nasus,88,-1,23
Lamna nasus,88,NA,NA
Lamnostoma orientale,11728,NA,NA
Lamnostoma polyophthalmum,23867,NA,NA
Lampadena anomala,7410,NA,NA
Lampadena atlantica,12414,NA,NA
Lampadena chavesi,16667,NA,NA
Lampadena dea,16669,NA,NA
Lampadena luminosa,7411,NA,NA
Lampadena notialis,16760,NA,NA
Lampadena pontifex,16671,NA,NA
Lampadena speculigera,16673,NA,NA
Lampadena urophaos,7412,NA,NA
Lampadena yaquinae,23001,NA,NA
Lampanyctodes hectoris,259,NA,NA
Lampanyctus acanthurus,23002,NA,NA
Lampanyctus achirus,6998,NA,NA
Lampanyctus alatus,616,NA,NA
Lampanyctus ater,6999,NA,NA
Lampanyctus australis,7000,NA,NA
Lampanyctus bristori,60924,NA,NA
Lampanyctus crocodilus,617,NA,NA
Lampanyctus crypticus,60925,NA,NA
Lampanyctus cuprarius,16682,NA,NA
Lampanyctus fernae,52257,NA,NA
Lampanyctus festivus,16684,NA,NA
Lampanyctus gibbsi,60926,NA,NA
Lampanyctus hawaiiensis,60927,NA,NA
Lampanyctus hubbsi,59145,NA,NA
Lampanyctus idostigma,54415,NA,NA
Lampanyctus indicus,60928,NA,NA
Lampanyctus intricarius,7001,NA,NA
Lampanyctus isaacsi,16689,NA,NA
Lampanyctus iselinoides,55103,NA,NA
Lampanyctus jordani,23003,NA,NA
Lampanyctus lepidolychnus,16761,NA,NA
Lampanyctus lineatus,10269,NA,NA
Lampanyctus macdonaldi,7002,NA,NA
Lampanyctus macropterus,47147,NA,NA
Lampanyctus niger,7441,NA,NA
Lampanyctus nobilis,7413,NA,NA
Lampanyctus omostigma,54416,NA,NA
Lampanyctus parvicauda,54417,NA,NA
Lampanyctus photonotus,15820,NA,NA
Lampanyctus phyllisae,60929,NA,NA
Lampanyctus pusillus,623,NA,NA
Lampanyctus regalis,2734,NA,NA
Lampanyctus ritteri,5371,NA,NA
Lampanyctus simulator,23004,NA,NA
Lampanyctus steinbecki,7414,NA,NA
Lampanyctus tenuiformis,7415,NA,NA
Lampanyctus turneri,16763,NA,NA
Lampanyctus vadulus,16697,NA,NA
Lampanyctus wisneri,60930,NA,NA
Lampetra ayresii,2522,NA,NA
Lampetra fluviatilis,4480,5,18
Lampetra lanceolata,25844,NA,NA
Lampichthys procerus,7003,NA,NA
Lampris guttatus,1072,NA,NA
Lampris immaculatus,7145,NA,NA
Lamprogrammus brunswigi,8945,NA,NA
Lamprogrammus exutus,5055,NA,NA
Lamprogrammus fragilis,47210,NA,NA
Lamprogrammus niger,8974,NA,NA
Lamprogrammus shcherbachevi,54140,NA,NA
Larabicus quadrilineatus,25788,NA,NA
Larimichthys crocea,428,NA,NA
Larimichthys pamoides,15451,NA,NA
Larimichthys polyactis,416,NA,NA
Larimus acclivis,14015,NA,NA
Larimus argenteus,14014,NA,NA
Larimus breviceps,1180,NA,NA
Larimus effulgens,14011,NA,NA
Larimus fasciatus,1182,NA,NA
Larimus pacificus,14009,NA,NA
Larsonella pumilus,52937,NA,NA
Lasiognathus amphirhamphus,62561,NA,NA
Lasiognathus beebei,50780,NA,NA
Lasiognathus dinema,70496,NA,NA
Lasiognathus intermedius,50782,NA,NA
Lasiognathus saccostoma,50784,NA,NA
Lasiognathus waltoni,50781,NA,NA
Lateolabrax japonicus,4589,NA,NA
Lateolabrax latus,23379,NA,NA
Lates calcarifer,346,15,28
Lates japonicus,6406,NA,NA
Latimeria chalumnae,2063,13,25
Latimeria menadoensis,53783,17,20
Latridopsis ciliaris,12960,NA,NA
Latridopsis forsteri,14416,NA,NA
Latris lineata,14417,NA,NA
Latris pacifica,64864,NA,NA
Latropiscis purpurissatus,14021,NA,NA
Lebetus guilleti,459,NA,NA
Lebetus patzneri,69119,NA,NA
Lebetus scorpioides,456,NA,NA
Lecanogaster chrysea,16742,NA,NA
Lecanogaster gorgoniphila,68487,NA,NA
Leiocottus hirundo,4111,NA,NA
Leiodon dapsilis,67696,NA,NA
Leiognathus brevirostris,4810,NA,NA
Leiognathus equula,4451,26,29
Leiognathus parviceps,59091,NA,NA
Leiognathus robustus,64825,NA,NA
Leiostomus xanthurus,429,NA,NA
Leiuranus semicinctus,7473,NA,NA
Leiuranus versicolor,17394,NA,NA
Lentipes andamanicus,67020,NA,NA
Lepadichthys bilineatus,69081,NA,NA
Lepadichthys caritus,16845,NA,NA
Lepadichthys coccinotaenia,8050,NA,NA
Lepadichthys ctenion,60708,NA,NA
Lepadichthys erythraeus,55729,NA,NA
Lepadichthys frenatus,24186,NA,NA
Lepadichthys minor,17422,NA,NA
Lepadichthys sandaracatus,55728,NA,NA
Lepadichthys springeri,59327,NA,NA
Lepadichthys trishula,70461,NA,NA
Lepadicyathus mendeleevi,63856,NA,NA
Lepadogaster candolii,640,NA,NA
Lepadogaster lepadogaster,643,15,22
Lepadogaster purpurea,16746,NA,NA
Lepidamia kalosoma,58155,NA,NA
Lepidamia multitaeniata,8009,NA,NA
Lepidamia natalensis,23648,NA,NA
Lepidamia omanensis,26994,NA,NA
Lepidammodytes macrophthalmus,58284,NA,NA
Lepidion schmidti,23148,NA,NA
Lepidoblennius haplodactylus,47183,NA,NA
Lepidoblennius marmoratus,47184,NA,NA
Lepidoblepharon ophthalmolepis,8828,NA,NA
Lepidocybium flavobrunneum,1042,NA,NA
Lepidogobius lepidus,3882,NA,NA
Lepidonectes bimaculatus,46616,NA,NA
Lepidonectes clarkhubbsi,46617,NA,NA
Lepidonectes corallicola,25553,NA,NA
Lepidonotothen squamifrons,7045,NA,NA
Lepidoperca aurantia,61265,NA,NA
Lepidoperca brochata,15103,NA,NA
Lepidoperca caesiopercula,15058,NA,NA
Lepidoperca coatsii,61259,NA,NA
Lepidoperca filamenta,61250,NA,NA
Lepidoperca inornata,47012,NA,NA
Lepidoperca magna,15105,NA,NA
Lepidoperca occidentalis,14353,NA,NA
Lepidoperca pulchella,14354,NA,NA
Lepidoperca tasmanica,15108,NA,NA
Lepidophanes gaussi,619,NA,NA
Lepidophanes guentheri,6591,NA,NA
Lepidopsetta bilineata,24237,NA,NA
Lepidopsetta mochigarei,8846,NA,NA
Lepidopsetta polyxystra,58882,NA,NA
Lepidopus altifrons,54156,NA,NA
Lepidopus calcar,8661,NA,NA
Lepidopus caudatus,645,NA,NA
Lepidopus dubius,8662,NA,NA
Lepidopus fitchi,3910,NA,NA
Lepidopus manis,8663,NA,NA
Lepidorhombus boscii,27,NA,NA
Lepidorhombus whiffiagonis,28,NA,NA
Lepidorhynchus denticulatus,8483,NA,NA
Lepidotrigla abyssalis,24016,NA,NA
Lepidotrigla alata,24014,NA,NA
Lepidotrigla alcocki,13095,NA,NA
Lepidotrigla annamarae,50793,NA,NA
Lepidotrigla argus,10773,NA,NA
Lepidotrigla argyrosoma,56518,NA,NA
Lepidotrigla bentuviai,13078,NA,NA
Lepidotrigla bispinosa,28127,NA,NA
Lepidotrigla brachyoptera,28232,NA,NA
Lepidotrigla cadmani,4986,NA,NA
Lepidotrigla calodactyla,11871,NA,NA
Lepidotrigla carolae,4987,NA,NA
Lepidotrigla cavillone,1722,NA,NA
Lepidotrigla deasoni,56523,NA,NA
Lepidotrigla dieuzeidei,10186,NA,NA
Lepidotrigla eydouxii,56526,NA,NA
Lepidotrigla faurei,7949,NA,NA
Lepidotrigla grandis,11664,NA,NA
Lepidotrigla guentheri,11930,NA,NA
Lepidotrigla hime,24017,NA,NA
Lepidotrigla japonica,10439,NA,NA
Lepidotrigla jimjoebob,13094,NA,NA
Lepidotrigla kanagashira,24015,NA,NA
Lepidotrigla kishinouyi,24019,NA,NA
Lepidotrigla larsoni,59584,NA,NA
Lepidotrigla lepidojugulata,56524,NA,NA
Lepidotrigla longifaciata,24018,NA,NA
Lepidotrigla longimana,56525,NA,NA
Lepidotrigla longipinnis,59585,NA,NA
Lepidotrigla macracaina,69868,NA,NA
Lepidotrigla macrobrachia,56519,NA,NA
Lepidotrigla maculapinna,69869,NA,NA
Lepidotrigla marisinensis,56527,NA,NA
Lepidotrigla microptera,11938,NA,NA
Lepidotrigla modesta,14321,NA,NA
Lepidotrigla mulhalli,14323,NA,NA
Lepidotrigla multispinosa,7950,NA,NA
Lepidotrigla musorstom,50795,NA,NA
Lepidotrigla nana,50796,NA,NA
Lepidotrigla oglina,56520,NA,NA
Lepidotrigla omanensis,13083,NA,NA
Lepidotrigla papilio,14324,NA,NA
Lepidotrigla pectoralis,56517,NA,NA
Lepidotrigla pleuracanthica,61156,NA,NA
Lepidotrigla psolokerkos,69189,NA,NA
Lepidotrigla punctipectoralis,10440,NA,NA
Lepidotrigla robinsi,50655,NA,NA
Lepidotrigla russelli,56516,NA,NA
Lepidotrigla sayademalha,13067,NA,NA
Lepidotrigla sereti,50122,NA,NA
Lepidotrigla spiloptera,10366,NA,NA
Lepidotrigla spinosa,56522,NA,NA
Lepidotrigla tanydactyla,69870,NA,NA
Lepidotrigla umbrosa,52367,NA,NA
Lepidotrigla vanessa,14326,NA,NA
Lepidotrigla vaubani,50791,NA,NA
Lepidotrigla venusta,56521,NA,NA
Lepidozygus tapeinosoma,5683,NA,NA
Lepophidium aporrhox,7552,NA,NA
Lepophidium brevibarbe,7553,NA,NA
Lepophidium collettei,66836,NA,NA
Lepophidium crossotum,66844,NA,NA
Lepophidium cultratum,66843,NA,NA
Lepophidium entomelan,66839,NA,NA
Lepophidium gilmorei,67439,NA,NA
Lepophidium hubbsi,66855,NA,NA
Lepophidium inca,66856,NA,NA
Lepophidium jeannae,3110,NA,NA
Lepophidium kallion,56334,NA,NA
Lepophidium marmoratum,56418,NA,NA
Lepophidium microlepis,13930,NA,NA
Lepophidium negropinna,13931,NA,NA
Lepophidium pardale,13932,NA,NA
Lepophidium pheromystax,7554,NA,NA
Lepophidium profundorum,5420,NA,NA
Lepophidium prorates,13933,NA,NA
Lepophidium robustum,67438,NA,NA
Lepophidium staurophor,12046,NA,NA
Lepophidium stigmatistium,13934,NA,NA
Lepophidium wileyi,66845,NA,NA
Lepophidium zophochir,66837,NA,NA
Leptacanthichthys gracilispinis,54587,NA,NA
Leptagonus decagonus,4154,NA,NA
Leptatherina presbyteroides,52321,NA,NA
Leptaulopus damasi,22955,NA,NA
Leptaulopus erythrozonatus,67548,NA,NA
Leptenchelys vermiformis,13910,NA,NA
Leptobrama muelleri,4338,NA,NA
Leptobrama pectoralis,70389,NA,NA
Leptobrotula breviventralis,54145,NA,NA
Leptocephalus giganteus,57179,NA,NA
Leptocephalus ophichthoides,61210,NA,NA
Leptocharias smithii,2073,20,27
Leptochilichthys agassizii,9166,NA,NA
Leptochilichthys microlepis,52695,NA,NA
Leptochilichthys pinguis,9170,NA,NA
Leptoclinus maculatus,3788,-1.6,2
Leptocottus armatus,4112,NA,NA
Leptoderma affine,58897,NA,NA
Leptoderma lubricum,22707,NA,NA
Leptoderma macrophthalmum,66047,NA,NA
Leptoderma macrops,10895,NA,NA
Leptoderma ospesca,69271,NA,NA
Leptoderma retropinna,22711,NA,NA
Leptoichthys fistularius,46155,NA,NA
Leptojulis chrysotaenia,26276,NA,NA
Leptojulis cyanopleura,10576,NA,NA
Leptojulis lambdastigma,26286,NA,NA
Leptojulis polylepis,26289,NA,NA
Leptojulis urostigma,26288,NA,NA
Leptomelanosoma indicum,4469,NA,NA
Leptonotus blainvilleanus,12858,NA,NA
Leptonotus elevatus,46156,NA,NA
Leptonotus norae,46162,NA,NA
Leptophilypnus panamensis,62987,NA,NA
Leptoscarus vaigiensis,4360,NA,NA
Leptoscopus macropygus,49318,NA,NA
Leptostichaeus pumilus,56850,NA,NA
Leptostomias analis,58243,NA,NA
Leptostomias bermudensis,58248,NA,NA
Leptostomias bilobatus,16505,NA,NA
Leptostomias gladiator,11769,NA,NA
Leptostomias gracilis,10158,NA,NA
Leptostomias haplocaulus,11770,NA,NA
Leptostomias leptobolus,27415,NA,NA
Leptostomias longibarba,11771,NA,NA
Leptostomias macronema,7396,NA,NA
Leptostomias macropogon,61153,NA,NA
Leptostomias multifilis,22852,NA,NA
Leptostomias robustus,22855,NA,NA
Leptosynanceia asteroblepa,24790,NA,NA
Lepturacanthus pantului,8664,NA,NA
Liparis eos,58816,NA,NA
Liparis fabricii,15490,-1.7,4.5
Liparis fishelsoni,58827,NA,NA
Liparis florae,4192,NA,NA
Liparis frenatus,24111,NA,NA
Liparis fucensis,4193,NA,NA
Liparis gibbus,4190,NA,NA
Liparis grebnitzkii,60844,NA,NA
Liparis greeni,4204,NA,NA
Liparis inquilinus,4195,NA,NA
Liparis kusnetzovi,58818,NA,NA
Liparis kussakini,58819,NA,NA
Liparis latifrons,50404,NA,NA
Liparis liparis,1378,NA,NA
Liparis marmoratus,51429,NA,NA
Liparis mednius,58834,NA,NA
Liparis megacephalus,51431,NA,NA
Liparis meridionalis,67551,NA,NA
Liparis micraspidophorus,51432,NA,NA
Liparis miostomus,24108,NA,NA
Liparis montagui,1379,NA,NA
Liparis mucosus,4197,NA,NA
Liparis newmani,60838,NA,NA
Lycodes nishimurai,62383,NA,NA
Lycodes obscurus,48223,NA,NA
Lycodes ocellatus,48224,NA,NA
Lycodes paamiuti,58679,NA,NA
Lycodes pacificus,3147,NA,NA
Lycodes palearis,3140,NA,NA
Lycodes pallidus,3141,NA,NA
Lycodes paucilepidotus,48225,NA,NA
Lycodes pectoralis,48226,NA,NA
Lycodes polaris,3142,NA,NA
Lycodes raridens,48262,NA,NA
Lycodes reticulatus,3143,-0.899999976158142,3.5
Lycodes rossi,3144,NA,NA
Lycodes sadoensis,23833,NA,NA
Lycodes sagittarius,3145,NA,NA
Lycodes semenovi,58992,NA,NA
Lycodes seminudus,25231,NA,NA
Lycodes sigmatoides,23836,NA,NA
Lycodes soldatovi,25012,NA,NA
Lycodes squamiventer,15466,NA,NA
Magnisudis atlantica,2727,NA,NA
Magnisudis indica,58760,NA,NA
Magnisudis prionosa,6978,NA,NA
Mahidolia mystacina,7240,NA,NA
Mahidolia paucipora,69219,NA,NA
Majungaichthys agalegae,66400,NA,NA
Majungaichthys simplex,64483,NA,NA
Lepturacanthus roelandti,63399,NA,NA
Lepturacanthus savala,8314,NA,NA
Lestidiops affinis,16551,NA,NA
Lestidiops bathyopteryx,58877,NA,NA
Lestidiops cadenati,5197,NA,NA
Lestidiops distans,16553,NA,NA
Lestidiops extremus,58759,NA,NA
Lestidiops gracilis,49275,NA,NA
Lestidiops indopacificus,23034,NA,NA
Lestidiops jayakari,12415,NA,NA
Lestidiops luetkeni,27423,NA,NA
Lestidiops mirabilis,7401,NA,NA
Lestidiops neles,57267,NA,NA
Lestidiops pacificus,49274,NA,NA
Lestidiops pseudosphyraenoides,1723,NA,NA
Lestidiops ringens,11599,NA,NA
Lestidiops similis,16556,NA,NA
Lestidiops sphyraenopsis,23031,NA,NA
Lestidiops sphyrenoides,1724,NA,NA
Lestidium atlanticum,10170,NA,NA
Lestidium bigelowi,63598,NA,NA
Lestidium longilucifer,69776,NA,NA
Lestidium nigrirostrum,69777,NA,NA
Lestidium nudum,7402,NA,NA
Lestidium orientale,69793,NA,NA
Lestidium prolixum,23027,NA,NA
Lestidium rofeni,69778,NA,NA
Lestrolepis intermedia,10169,NA,NA
Lestrolepis japonica,24646,NA,NA
Lestrolepis luxiocula,69115,NA,NA
Lestrolepis nigroventralis,69794,NA,NA
Lestrolepis pofi,69795,NA,NA
Lesueurigobius friesii,7685,NA,NA
Lesueurigobius heterofasciatus,22775,NA,NA
Lesueurigobius koumansi,22779,NA,NA
Lesueurigobius sanzi,22781,NA,NA
Lesueurigobius suerii,1798,NA,NA
Lesueurina platycephala,51512,NA,NA
Letharchus aliculatus,53833,NA,NA
Letharchus rosenblatti,13911,NA,NA
Letharchus velifer,2648,NA,NA
Lethenteron camtschaticum,2524,5,18
Lethogoleos andersoni,53834,NA,NA
Letholycus magellanicus,48052,NA,NA
Letholycus microphthalmus,48053,NA,NA
Lethops connectens,3883,NA,NA
Lethotremus muticus,50770,NA,NA
Lethrinus amboinensis,1853,NA,NA
Lethrinus atkinsoni,1854,NA,NA
Lethrinus atlanticus,1867,NA,NA
Lethrinus borbonicus,1844,NA,NA
Lethrinus conchyliatus,1868,NA,NA
Lethrinus crocineus,1841,NA,NA
Lethrinus enigmaticus,1855,NA,NA
Lethrinus erythracanthus,1862,NA,NA
Lethrinus erythropterus,1842,NA,NA
Lethrinus genivittatus,1865,NA,NA
Lethrinus haematopterus,1856,NA,NA
Lethrinus harak,1851,NA,NA
Lethrinus laticaudis,1857,NA,NA
Lethrinus lentjan,1863,NA,NA
Lethrinus mahsena,1843,NA,NA
Lethrinus microdon,1845,NA,NA
Lethrinus miniatus,1858,NA,NA
Lethrinus mitchelli,69564,NA,NA
Lethrinus nebulosus,1846,NA,NA
Lethrinus obsoletus,1847,NA,NA
Lethrinus olivaceus,1864,NA,NA
Lethrinus ornatus,1866,NA,NA
Lethrinus ravus,61537,NA,NA
Lethrinus reticulatus,1859,NA,NA
Lethrinus rubrioperculatus,1848,NA,NA
Lethrinus semicinctus,1849,NA,NA
Lethrinus variegatus,1850,NA,NA
Lethrinus xanthochilus,1852,NA,NA
Leucicorus atlanticus,56348,NA,NA
Leucicorus lusciosus,56349,NA,NA
Leucobrotula adipata,56773,NA,NA
Leucogrammolycus brychios,64631,NA,NA
Leucopsarion petersii,15821,NA,NA
Leucoraja caribbaea,62520,NA,NA
Leucoraja circularis,7614,NA,NA
Leucoraja compagnoi,23828,NA,NA
Leucoraja elaineae,69127,NA,NA
Leucoraja erinaceus,2557,NA,NA
Leucoraja fullonica,7619,NA,NA
Leucoraja garmani,1253,9,17
Leucoraja lentiginosa,11877,NA,NA
Leucoraja leucosticta,8903,NA,NA
Leucoraja melitensis,9260,NA,NA
Leucoraja naevus,4326,NA,NA
Leucoraja ocellata,2562,NA,NA
Leucoraja pristispina,63975,NA,NA
Leucoraja virginica,62521,NA,NA
Leucoraja wallacei,7964,NA,NA
Leucoraja yucatanensis,51861,NA,NA
Leuresthes sardina,13523,NA,NA
Leuresthes tenuis,3239,NA,NA
Leurochilus acon,16446,NA,NA
Leuroglossus callorhini,52015,NA,NA
Leuroglossus schmidti,9462,NA,NA
Leuroglossus stilbius,2703,NA,NA
Leuropharus lasiops,13912,NA,NA
Leviprora inops,12851,NA,NA
Liachirus melanospilos,8323,NA,NA
Liachirus whitleyi,61358,NA,NA
Lichia amia,692,NA,NA
Lile gracilis,13794,NA,NA
Lile nigrofasciata,61357,NA,NA
Lile piquitinga,1528,NA,NA
Lile stolifera,1529,NA,NA
Limanda aspera,520,NA,NA
Limanda limanda,695,NA,NA
Limanda sakhalinensis,50421,0.5,4
Limnichthys fasciatus,13514,NA,NA
Limnichthys marisrubri,66826,NA,NA
Limnichthys nitidus,16931,NA,NA
Limnichthys orientalis,56106,NA,NA
Limnichthys polyactis,47004,NA,NA
Limnichthys rendahli,49316,NA,NA
Linkenchelys multipora,61182,NA,NA
Linophryne algibarbata,27743,NA,NA
Linophryne andersoni,59197,NA,NA
Linophryne arborifera,17013,NA,NA
Linophryne arcturi,17017,NA,NA
Linophryne argyresca,59198,NA,NA
Linophryne bicornis,63334,NA,NA
Linophryne bipennata,59123,NA,NA
Linophryne brevibarbata,57244,NA,NA
Linophryne coronata,17022,NA,NA
Linophryne densiramus,24789,NA,NA
Linophryne escaramosa,60830,NA,NA
Linophryne indica,24791,NA,NA
Linophryne lucifer,27740,NA,NA
Linophryne macrodon,59199,NA,NA
Linophryne maderensis,57249,NA,NA
Linophryne parini,25728,NA,NA
Linophryne pennibarbata,17024,NA,NA
Linophryne polypogon,57251,NA,NA
Linophryne quinqueramosa,59200,NA,NA
Linophryne racemifera,17026,NA,NA
Linophryne sexfilis,57252,NA,NA
Linophryne trewavasae,59124,NA,NA
Liobranchia stria,17420,NA,NA
Liocranium pleurostigma,64152,NA,NA
Liocranium praepositum,10757,NA,NA
Liopropoma aberrans,61267,NA,NA
Liopropoma africanum,12866,NA,NA
Liopropoma aragai,12856,NA,NA
Liopropoma aurora,12854,NA,NA
Liopropoma carmabi,12347,NA,NA
Liopropoma collettei,8431,NA,NA
Liopropoma dorsoluteum,52762,NA,NA
Liopropoma emanueli,66648,NA,NA
Liopropoma erythraeum,12850,NA,NA
Liopropoma eukrines,3330,NA,NA
Liopropoma fasciatum,25552,NA,NA
Liopropoma flavidum,12867,NA,NA
Liopropoma incandescens,69031,NA,NA
Liopropoma incomptum,12855,NA,NA
Liopropoma japonicum,12849,NA,NA
Liopropoma latifasciatum,12853,NA,NA
Liopropoma lemniscatum,12863,NA,NA
Liopropoma longilepis,61270,NA,NA
Liopropoma lunulatum,12862,NA,NA
Liopropoma maculatum,12848,NA,NA
Liopropoma mitratum,8432,NA,NA
Liopropoma mowbrayi,3331,NA,NA
Liopropoma multilineatum,7448,NA,NA
Liopropoma olneyi,67340,NA,NA
Liopropoma pallidum,7316,NA,NA
Liopropoma randalli,67013,NA,NA
Liopropoma rubre,3332,NA,NA
Liopropoma santi,67339,NA,NA
Liopropoma susumi,7318,NA,NA
Liopropoma swalesi,12847,NA,NA
Liopropoma tonstrinum,12869,NA,NA
Liopsetta glacialis,4244,NA,NA
Liopsetta pinnifasciata,13072,NA,NA
Liopsetta putnami,4245,NA,NA
Lioscorpius longiceps,12552,NA,NA
Lioscorpius trifasciatus,63341,NA,NA
Liparis adiastolus,61514,NA,NA
Liparis agassizii,24112,NA,NA
Liparis alboventer,58832,NA,NA
Liparis antarcticus,54879,NA,NA
Liparis atlanticus,4186,NA,NA
Liparis bathyarcticus,67552,NA,NA
Liparis bikunin,24110,NA,NA
Liparis brashnikovi,58814,NA,NA
Liparis bristolensis,51426,NA,NA
Liparis burkei,24121,NA,NA
Liparis callyodon,4187,NA,NA
Liparis catharus,58807,NA,NA
Liparis chefuensis,51026,NA,NA
Liparis coheni,4188,NA,NA
Liparis curilensis,51427,NA,NA
Liparis cyclopus,4189,NA,NA
Liparis dennyi,4191,NA,NA
Liparis dubius,58833,NA,NA
Liparis dulkeiti,51428,NA,NA
Liparis ochotensis,24113,NA,NA
Liparis owstoni,24116,NA,NA
Liparis petschiliensis,60840,NA,NA
Liparis pravdini,58820,NA,NA
Liparis pulchellus,4198,NA,NA
Liparis punctatus,51437,NA,NA
Liparis punctulatus,24109,NA,NA
Liparis rhodosoma,51600,NA,NA
Liparis rotundirostris,58821,NA,NA
Liparis rutteri,4199,NA,NA
Liparis schantarensis,51440,NA,NA
