Species,SpecCode,TempMin,TempMax
Tomiyamichthys fourmanoiri,58176,NA,NA
Tomiyamichthys gomezi,66881,NA,NA
Tomiyamichthys lanceolatus,23645,NA,NA
Tomiyamichthys latruncularius,25463,NA,NA
Tomiyamichthys levisquama,68468,NA,NA
Tomiyamichthys nudus,66882,NA,NA
Tomiyamichthys oni,23644,NA,NA
Tomiyamichthys praealta,25626,NA,NA
Tomiyamichthys reticulatus,68470,NA,NA
Tomiyamichthys russus,59828,NA,NA
Tomiyamichthys smithi,61636,NA,NA
Tomiyamichthys stuarti,69179,NA,NA
Tomiyamichthys tanyspilus,63939,NA,NA
Tomiyamichthys zonatus,68469,NA,NA
Tongaichthys robustus,8539,NA,NA
Torpedo adenensis,61157,NA,NA
Torpedo andersoni,53902,NA,NA
Torpedo bauchotae,8941,NA,NA
Torpedo fuscomaculata,5062,NA,NA
Torpedo mackayana,8942,NA,NA
Torpedo marmorata,5132,NA,20
Torpedo panthera,27060,NA,NA
Torpedo sinuspersici,7970,NA,NA
Torpedo suessii,61378,NA,NA
Torpedo torpedo,2062,NA,NA
Torquigener albomaculosus,67499,NA,NA
Torquigener altipinnis,27516,NA,NA
Torquigener andersonae,52450,NA,NA
Torquigener balteus,26420,NA,NA
Torquigener brevipinnis,10569,NA,NA
Torquigener flavimaculosus,26639,NA,NA
Torquigener florealis,46420,NA,NA
Torquigener gloerfelti,55061,NA,NA
Torquigener hicksi,10555,NA,NA
Torquigener hypselogeneion,8307,NA,NA
Torquigener marleyi,66624,NA,NA
Torquigener pallimaculatus,11218,NA,NA
Torquigener parcuspinus,10557,NA,NA
Torquigener paxtoni,55068,NA,NA
Torquigener perlevis,52449,NA,NA
Torquigener pleurogramma,14571,NA,NA
Torquigener randalli,46421,NA,NA
Torquigener squamicauda,52448,NA,NA
Torquigener tuberculiferus,12963,NA,NA
Torquigener vicinus,55067,NA,NA
Torquigener whitleyi,11684,NA,NA
Tosana dampieriensis,69913,NA,NA
Tosana longipinnis,69912,NA,NA
Tosana niwae,23423,NA,NA
Tosanoides annepatrice,69086,NA,NA
Tosanoides aphrodite,69032,13,15
Tosanoides filamentosus,23420,NA,NA
Tosanoides flavofasciatus,23421,NA,NA
Tosanoides obama,68183,NA,NA
Tosarhombus brevis,52240,NA,NA
Tosarhombus longimanus,52239,NA,NA
Tosarhombus neocaledonicus,15588,NA,NA
Tosarhombus nielseni,24589,NA,NA
Tosarhombus octoculatus,24220,NA,NA
Tosarhombus smithi,8887,NA,NA
Totoaba macdonaldi,6317,NA,NA
Trachelochismus melobesia,46304,NA,NA
Trachelochismus pinnulatus,46297,NA,NA
Trachinotus coppingeri,1968,NA,NA
Trachinotus falcatus,1010,NA,NA
Trachinotus goodei,1011,NA,NA
Trachinotus goreensis,1975,NA,NA
Trachinotus kennedyi,1969,NA,NA
Trachinotus macrospilus,69175,NA,NA
Trachinotus marginatus,1971,NA,NA
Trachinotus maxillosus,1976,NA,NA
Trachinotus mookalee,1964,NA,NA
Trachinotus ovatus,1773,NA,NA
Trachinotus paitensis,1972,NA,NA
Trachinotus rhodopus,1973,NA,NA
Trachinotus stilbe,1974,NA,NA
Trachinotus teraia,1977,NA,NA
Trachinus araneus,9258,NA,NA
Trachinus armatus,5033,NA,NA
Trachinus collignoni,5034,NA,NA
Trachinus cornutus,59433,NA,NA
Trachinus draco,1363,NA,NA
Trachinus lineolatus,5035,NA,NA
Trachinus pellegrini,5036,NA,NA
Trachinus radiatus,5037,NA,NA
Trachipterus altivelis,3264,NA,NA
Trachipterus arcticus,3265,NA,NA
Trachipterus fukuzakii,3266,NA,NA
Trachipterus ishikawae,23360,NA,NA
Trachipterus jacksonensis,14241,NA,NA
Trachipterus trachypterus,1777,NA,NA
Trachonurus gagates,27977,NA,NA
Trachonurus robinsi,27974,NA,NA
Trachonurus sentipellis,52333,NA,NA
Trachonurus sulcatus,8562,NA,NA
Trachonurus villosus,7600,NA,NA
Trachonurus yiwardaus,57950,NA,NA
Trachurus capensis,5382,NA,NA
Trachurus declivis,372,NA,16
Trachurus delagoa,1981,NA,NA
Trachurus indicus,1982,NA,NA
Trachurus japonicus,366,NA,NA
Trachurus lathami,369,NA,NA
Trachurus longimanus,1980,NA,NA
Trachurus mediterraneus,1278,NA,NA
Trachurus murphyi,367,NA,NA
Trachurus novaezelandiae,1979,NA,NA
Trachurus picturatus,1279,NA,NA
Trachurus symmetricus,368,NA,NA
Trachurus trachurus,1365,NA,NA
Trachurus trecae,371,15,22
Trachypoma macracanthus,12701,NA,NA
Trachyrhamphus bicoarctatus,5981,NA,NA
Trachyrhamphus longirostris,23124,NA,NA
Trachyrhamphus serratus,23123,NA,NA
Trachyrincus aphyodes,58891,NA,NA
Trachyrincus helolepis,8184,NA,NA
Trachyrincus longirostris,49205,NA,NA
Trachyrincus murrayi,27730,NA,NA
Trachyrincus scabrus,4556,NA,NA
Trachyrincus villegai,8185,NA,NA
Trachyscorpia carnomagula,63406,NA,NA
Trachyscorpia cristulata,4011,NA,NA
Trachyscorpia echinata,17286,NA,NA
Trachyscorpia eschmeyeri,23300,NA,NA
Trachyscorpia longipedicula,63408,NA,NA
Trachyscorpia osheri,64027,NA,NA
Trachyscorpia verai,65144,NA,NA
Trachystoma petardi,47141,9,27
Tragulichthys jaculiferus,11223,NA,NA
Trematomus amphitreta,63466,NA,NA
Trematomus bernacchii,7053,NA,NA
Trematomus brachysoma,7050,NA,NA
Trematomus eulepidotus,7054,NA,NA
Trematomus hansoni,7055,NA,NA
Trematomus lepidorhinus,7056,NA,NA
Trematomus loennbergii,7057,NA,NA
Trematomus newnesi,7058,NA,NA
Trematomus nicolai,7059,NA,NA
Trematomus peninsulae,7038,NA,NA
Trematomus pennellii,7060,NA,NA
Trematomus scotti,7061,NA,NA
Trematomus tokarevi,7062,NA,NA
Trematomus vicarius,7063,NA,NA
Triacanthodes anomalus,7622,NA,NA
Triacanthodes ethiops,10302,NA,NA
Triacanthodes indicus,54960,NA,NA
Triacanthodes intermedius,54919,NA,NA
Triacanthus biaculeatus,4562,20,30
Triacanthus nieuhofii,10570,NA,NA
Triaenodon obesus,907,NA,NA
Triakis acutipinna,5946,NA,NA
Triakis maculata,5947,NA,NA
Triakis megalopterus,5948,NA,NA
Triakis scyllium,5949,NA,NA
Triakis semifasciata,2543,NA,NA
Trianectes bucephalus,47197,NA,NA
Triathalassothia argentina,53571,NA,NA
Triathalassothia lambaloti,60530,NA,NA
Trichiurus auriga,8666,NA,NA
Trichiurus australis,62551,NA,NA
Trichiurus brevis,59046,NA,NA
Trichiurus gangeticus,8667,NA,NA
Trichiurus lepturus,1288,NA,NA
Trichiurus margarites,59047,NA,NA
Trichiurus nanhaiensis,58409,NA,NA
Trichiurus nickolensis,61439,NA,NA
Trichiurus russelli,59048,NA,NA
Trichocottus brashnikovi,61288,NA,NA
Trichodon trichodon,3682,NA,NA
Trimma corerefum,68089,NA,NA
Trimma dalerocheila,61324,NA,NA
Trimma emeryi,25541,NA,NA
Trimma erdmanni,66202,NA,NA
Trimma erwani,68572,NA,NA
Trimma fangi,62958,NA,NA
Trimma fasciatum,67789,NA,NA
Trimma filamentosum,28064,NA,NA
Trimma finistrinum,68224,NA,NA
Trimma fishelsoni,28070,NA,NA
Trimma flammeum,25543,NA,NA
Trimma flavatrum,63374,NA,NA
Trimma flavicaudatum,28071,NA,NA
Trimma fraena,59340,NA,NA
Trimma fucatum,63544,NA,NA
Trimma gigantum,63541,NA,NA
Trimma grammistes,23577,NA,NA
Trimma griffithsi,59344,NA,NA
Trimma habrum,66203,NA,NA
Trimma haima,52939,NA,NA
Trimma haimassum,66204,NA,NA
Trichonotus arabicus,27006,NA,NA
Trichonotus blochii,65527,NA,NA
Trichonotus cyclograptus,27322,NA,NA
Trichonotus elegans,23560,NA,NA
Trichonotus filamentosus,23559,NA,NA
Trichonotus halstead,46499,NA,NA
Trichonotus marleyi,7998,NA,NA
Trichonotus nikii,27323,NA,NA
Trichonotus setiger,12670,NA,NA
Trichonotus somaliensis,67035,NA,NA
Trichopsetta caribbaea,7530,NA,NA
Trichopsetta melasma,12472,NA,NA
Trichopsetta orbisulcus,54588,NA,NA
Trichopsetta ventralis,4234,NA,NA
Tridentiger bifasciatus,56294,10,25
Tridentiger brevispinis,23683,NA,NA
Tridentiger microsquamis,59230,NA,NA
Tridentiger nudicervicus,23688,NA,NA
Tridentiger obscurus,15886,NA,NA
Tridentiger trigonocephalus,3899,2,20
Trigla lyra,5038,NA,NA
Triglops dorothy,62749,NA,NA
Triglops forficatus,4144,NA,NA
Triglops macellus,4145,NA,NA
Triglops metopias,11734,NA,NA
Triglops murrayi,4146,0,12
Triglops nybelini,4147,NA,NA
Triglops pingelii,4148,NA,NA
Triglops scepticus,4149,NA,NA
Triglops xenostethus,11883,NA,NA
Trigonognathus kabeyai,54015,NA,NA
Trigonolampa miriceps,6973,NA,NA
Trimma abyssum,68673,NA,NA
Trimma agrena,62959,NA,NA
Trimma anaima,61008,NA,NA
Trimma annosum,61431,NA,NA
Trimma anthrenum,62864,NA,NA
Trimma aturirii,67726,NA,NA
Trimma avidori,28069,NA,NA
Trimma barralli,28063,NA,NA
Trimma bathum,68223,NA,NA
Trimma benjamini,28081,NA,NA
Trimma bisella,61009,NA,NA
Trimma blematium,68727,NA,NA
Trimma burridgeae,68088,NA,NA
Trimma caesiura,22493,NA,NA
Trimma cana,62051,NA,NA
Trimma capostriatum,67938,NA,NA
Trimma caudipunctatum,64979,NA,NA
Trimma caudomaculatum,68677,NA,NA
Trimma cheni,66200,NA,NA
Trimma chledophilum,68674,NA,NA
Trimma corallinum,23082,NA,NA
Trimma halonevum,61010,NA,NA
Trimma hamartium,68553,NA,NA
Trimma hayashii,63375,NA,NA
Trimma helenae,67265,NA,NA
Trimma hoesei,27571,NA,NA
Trimma hollemani,68090,NA,NA
Trimma hotsarihiense,64908,NA,NA
Trimma imaii,64978,NA,NA
Trimma insularum,67643,NA,NA
Trimma irinae,67341,NA,NA
Trimma kalum,69135,NA,NA
Trimma kardium,67727,NA,NA
Trimma kitrinum,67744,NA,NA
Trimma kudoi,63759,NA,NA
Trimma lantana,62961,NA,NA
Trimma luteum,68574,NA,NA
Trimma macrophthalmus,26320,NA,NA
Trimma maiandros,66059,NA,NA
Trimma marinae,62226,NA,NA
Trimma matsunoi,67791,NA,NA
Trimma meityae,68728,NA,NA
Trimma mendelssohni,28072,NA,NA
Trimma meranyx,67434,NA,NA
Trimma meristum,68084,NA,NA
Trimma milta,61011,NA,NA
Trimma multiclitellum,68676,NA,NA
Trimma nasa,62228,NA,NA
Trimma nauagium,68675,NA,NA
Trimma naudei,22495,22,26
Trimma necopinum,52429,NA,NA
Trimma nomurai,63945,NA,NA
Trimma okinawae,7222,NA,NA
Trimma omanense,61012,NA,NA
Trimma pajama,67435,NA,NA
Trimma panemorfum,69615,NA,NA
Trimma papayum,66205,NA,NA
Trimma pentherum,68085,NA,NA
Trimma preclarum,62865,NA,NA
Trimma putrai,68972,NA,NA
Trimma quadrimaculatum,68678,NA,NA
Trimma randalli,63542,NA,NA
Trimma readerae,68086,NA,NA
Trimma rubromaculatum,58619,NA,NA
Trimma sanguinellum,63549,NA,NA
Trimma sheppardi,28073,NA,NA
Trimma sostra,62052,NA,NA
Trimma squamicana,62053,NA,NA
Trimma stobbsi,61013,NA,NA
Trimma striatum,7223,NA,NA
Trimma tauroculum,63543,NA,NA
Trimma taylori,12752,NA,NA
Trimma tevegae,12754,22,26
Trimma trioculatum,67729,NA,NA
Trimma ukkriti,69362,NA,NA
Trimma unisquame,58501,NA,NA
Trimma volcana,62960,NA,NA
Trimma wangunui,68986,NA,NA
Trimma winchi,59320,NA,NA
Trimma winterbottomi,26991,NA,NA
Trimma woutsi,61014,NA,NA
Trimma xanthochrum,66206,NA,NA
Trimma xanthum,68087,NA,NA
Trimma yanagitai,63944,NA,NA
Trimma yanoi,63760,NA,NA
Trimma yoshinoi,68315,NA,NA
Trimma zurae,67436,NA,NA
Trimmatom eviotops,22494,NA,NA
Trimmatom macropodus,59228,NA,NA
Trimmatom nanus,25620,NA,NA
Trimmatom offucius,58270,NA,NA
Trimmatom pharus,61015,NA,NA
Trimmatom sagma,59357,NA,NA
Trimmatom zapotes,59323,NA,NA
Trinectes fimbriatus,13437,NA,NA
Trinectes fluviatilis,13440,NA,NA
Trinectes fonsecensis,13441,26,30
Trinectes inscriptus,4259,NA,NA
Trinectes maculatus,4260,5,22
Trinectes microphthalmus,57934,NA,NA
Trinectes opercularis,13442,NA,NA
Trinectes paulistanus,7580,NA,NA
Trinectes xanthurus,60305,NA,NA
Trinorfolkia clarkei,47200,NA,NA
Trinorfolkia cristata,47202,NA,NA
Trinorfolkia incisa,47203,NA,NA
Triodon macropterus,4505,NA,NA
Triphoturus mexicanus,2739,NA,NA
Triphoturus nigrescens,7421,NA,NA
Triphoturus oculeum,60938,NA,NA
Triplophos hemingi,8089,NA,NA
Tripodichthys angustifrons,15228,NA,NA
Tripodichthys blochii,8413,NA,NA
Tripodichthys oxycephalus,15229,NA,NA
Tripterodon orbis,7694,NA,NA
Tripterophycis gilchristi,2023,NA,NA
Tripterophycis svetovidovi,54447,NA,NA
Tripterygion delaisi,7640,NA,NA
Tripterygion melanurus,54567,NA,NA
Tripterygion tartessicum,63378,NA,NA
Umbrina imberbis,61346,NA,NA
Umbrina milliae,52905,NA,NA
Umbrina reedi,52897,NA,NA
Umbrina roncador,3590,NA,NA
Umbrina ronchus,4547,NA,NA
Umbrina steindachneri,10201,NA,NA
Umbrina wintersteeni,14097,NA,NA
Tripterygion tripteronotum,1778,NA,NA
Triso dermopterus,7375,NA,NA
Trisopterus capelanus,66573,NA,NA
Trisopterus esmarkii,1023,NA,NA
Trisopterus luscus,1367,NA,NA
Trisopterus minutus,481,NA,NA
Trixiphichthys weberi,6642,NA,NA
Trygonoptera galba,64141,NA,NA
Trygonoptera imitata,64139,NA,NA
Trygonoptera mucosa,24000,NA,NA
Trygonoptera ovalis,27066,NA,NA
Trygonoptera personata,27143,NA,NA
Trygonoptera testacea,15439,NA,NA
Trygonorrhina dumerilii,67698,NA,NA
Trygonorrhina fasciata,8733,NA,NA
Trypauchen pelaeos,63584,NA,NA
Trypauchen vagina,4897,NA,NA
Trypauchenichthys larsonae,64220,NA,NA
Tryssogobius colini,61325,NA,NA
Tryssogobius flavolineatus,63991,NA,NA
Tryssogobius longipes,61326,NA,NA
Tryssogobius nigrolineatus,63993,NA,NA
Tryssogobius porosus,63425,NA,NA
Tryssogobius quinquespinus,63994,NA,NA
Tryssogobius sarah,66883,NA,NA
Tuamotuichthys bispinosus,61706,NA,NA
Tuamotuichthys marshallensis,63299,NA,NA
Tuamotuichthys schwarzhansi,65342,NA,NA
Tubbia stewarti,66806,NA,NA
Tubbia tasmanica,14510,NA,NA
Turrum coeruleopinnatum,1924,NA,NA
Turrum fulvoguttatum,1926,NA,NA
Turrum gymnostethus,1905,NA,NA
Tydemania navigatoris,10304,NA,NA
Tylerius spinosissimus,8072,NA,NA
Tylosurus acus,976,NA,NA
Tylosurus choram,26633,NA,NA
Tylosurus crocodilus,977,26,29
Tylosurus fodiator,13570,NA,NA
Tylosurus gavialoides,14501,NA,NA
Tylosurus imperialis,9025,NA,NA
Tylosurus melanotus,1317,NA,NA
Tylosurus pacificus,13568,NA,NA
Tylosurus punctulatus,14503,NA,NA
Tylosurus rafale,9026,NA,NA
Typhlachirus caecus,25168,NA,NA
Typhlachirus lipophthalmus,69697,NA,NA
Typhlogobius californiensis,3900,NA,NA
Typhlonarke aysoni,47413,NA,NA
Typhlonarke tarakea,47409,NA,NA
Typhlonus nasus,57307,NA,NA
Tyrannophryne pugnax,59133,NA,NA
Tyson belos,27611,NA,NA
Ucla xenogrammus,47204,NA,NA
Ulaema lefroyi,3566,NA,NA
Ulvaria subbifurcata,3796,NA,NA
Ulvicola sanctaerosae,3808,NA,NA
Umbrina analis,14092,NA,NA
Umbrina broussonnetii,1197,NA,NA
Umbrina bussingi,14093,NA,NA
Umbrina canariensis,4548,NA,NA
Umbrina canosai,413,NA,NA
Umbrina cirrosa,1306,NA,NA
Umbrina coroides,1199,NA,NA
Umbrina dorsalis,14094,NA,NA
Umbrina galapagorum,14096,NA,NA
Umbrina xanti,14098,NA,NA
Uncisudis advena,58762,NA,NA
Uncisudis longirostra,16599,NA,NA
Uncisudis posteropelvis,62050,NA,NA
Uncisudis quadrimaculata,16600,NA,NA
Unguitrema nigrum,67919,NA,NA
Ungusurculus collettei,64488,NA,NA
Ungusurculus komodoensis,64489,NA,NA
Ungusurculus philippinensis,64490,NA,NA
Ungusurculus riauensis,64491,NA,NA
Ungusurculus sundaensis,64492,NA,NA
Ungusurculus williamsi,64493,NA,NA
Upeneichthys lineatus,13082,NA,NA
Upeneichthys stotti,58098,NA,NA
Upeneichthys vlamingii,60919,NA,NA
Upeneus asymmetricus,10815,NA,NA
Upeneus australiae,59750,NA,NA
Upeneus caudofasciatus,69276,NA,NA
Upeneus davidaromi,60913,NA,NA
Upeneus dimipavlov,69406,NA,NA
Upeneus doriae,28129,NA,NA
Upeneus elongatus,69407,NA,NA
Upeneus farnis,69107,NA,NA
Upeneus filifer,60915,NA,NA
Upeneus floros,69275,NA,NA
Upeneus francisi,12820,NA,NA
Upeneus gubal,69277,NA,NA
Upeneus heemstra,67293,NA,NA
Upeneus heterospinus,69278,NA,NA
Upeneus itoui,66338,NA,NA
Upeneus japonicus,7879,NA,NA
Upeneus lombok,67738,NA,NA
Upeneus luzonius,10546,NA,NA
Upeneus margarethae,65409,NA,NA
Upeneus mascareinsis,60910,NA,NA
Upeneus moluccensis,4444,NA,NA
Wuhanlinigobius polylepis,59237,NA,NA
Xanthichthys auromarginatus,6030,NA,NA
Xanthichthys caeruleolineatus,6359,NA,NA
Xanthichthys greenei,68977,NA,NA
Xanthichthys lima,62159,NA,NA
Xanthichthys lineopunctatus,6944,NA,NA
Zoramia flebila,63423,NA,NA
Zoramia fragilis,5771,NA,NA
Zoramia gilberti,5772,NA,NA
Zoramia perlita,5774,NA,NA
Upeneus mouthami,64572,NA,NA
Upeneus niebuhri,67294,NA,NA
Upeneus nigromarginatus,67528,NA,NA
Upeneus oligospilus,65413,NA,NA
Upeneus parvus,1095,NA,NA
Upeneus pori,46375,NA,NA
Upeneus quadrilineatus,10471,NA,NA
Upeneus randalli,66361,NA,NA
Upeneus saiab,67739,NA,NA
Upeneus seychellensis,66274,NA,NA
Upeneus spottocaudalis,69109,NA,NA
Upeneus stenopsis,66655,NA,NA
Upeneus suahelicus,65410,NA,NA
Upeneus subvittatus,13019,NA,NA
Upeneus sulphureus,4445,NA,NA
Upeneus sundaicus,6643,NA,NA
Upeneus supravittatus,65411,NA,NA
Upeneus taeniopterus,5995,NA,NA
Upeneus torres,67969,NA,NA
Upeneus tragula,5443,NA,NA
Upeneus vanuatu,66999,NA,NA
Upeneus vittatus,4821,26,29
Upeneus willwhite,69408,NA,NA
Uranoscopus affinis,56512,NA,NA
Uranoscopus albesca,5039,NA,NA
Uranoscopus arafurensis,69919,NA,NA
Uranoscopus archionema,7951,NA,NA
Uranoscopus bauchotae,56492,NA,NA
Uranoscopus bicinctus,7621,NA,NA
Uranoscopus brunneus,69915,NA,NA
Uranoscopus cadenati,5040,NA,NA
Uranoscopus chinensis,58223,NA,NA
Uranoscopus cognatus,10549,NA,NA
Uranoscopus crassiceps,56513,NA,NA
Uranoscopus dahlakensis,56493,NA,NA
Uranoscopus dollfusi,46424,NA,NA
Uranoscopus filibarbis,56528,NA,NA
Uranoscopus fuscomaculatus,62164,NA,NA
Uranoscopus guttatus,56494,NA,NA
Uranoscopus japonicus,6393,NA,NA
Uranoscopus kaianus,10575,NA,NA
Uranoscopus kishimotoi,69916,NA,NA
Uranoscopus marisrubri,56495,NA,NA
Uranoscopus marmoratus,56529,NA,NA
Uranoscopus oligolepis,8303,NA,NA
Uranoscopus polli,5041,NA,NA
Uranoscopus rosette,69083,NA,NA
Uranoscopus scaber,1779,NA,NA
Uranoscopus sulphureus,13512,NA,NA
Uranoscopus tosae,10777,NA,NA
Uranoscopus turbisquamatus,27812,NA,NA
Uraspis helvola,1983,NA,NA
Uraspis secunda,1012,NA,NA
Uraspis uraspis,1984,NA,NA
Urobatis concentricus,13274,NA,NA
Urobatis halleri,2580,NA,NA
Urobatis jamaicensis,2581,NA,NA
Urobatis maculatus,13276,NA,NA
Urobatis marmoratus,55059,NA,NA
Urobatis pardalis,68154,NA,NA
Urobatis tumbesensis,57392,NA,NA
Urocampus carinirostris,23128,NA,NA
Urocampus nanus,23127,NA,NA
Uroconger drachi,9064,NA,NA
Uroconger erythraeus,15590,NA,NA
Uroconger lepturus,7590,NA,NA
Uroconger syringinus,2632,NA,NA
Urogymnus acanthobothrium,68054,NA,NA
Urogymnus asperrimus,5400,NA,NA
Urogymnus dalyensis,64145,NA,NA
Urogymnus granulatus,12586,NA,NA
Urogymnus lobistoma,63391,NA,NA
Urolophus aurantiacus,22578,NA,NA
Urolophus bucculentus,15441,NA,NA
Urolophus circularis,23964,NA,NA
Urolophus cruciatus,23147,NA,NA
Urolophus deforgesi,61608,NA,NA
Urolophus expansus,23970,NA,NA
Urolophus flavomosaicus,11601,NA,NA
Urolophus gigas,23997,NA,NA
Urolophus javanicus,12591,NA,NA
Urolophus kaianus,12592,NA,NA
Urolophus kapalensis,63808,NA,NA
Urolophus lobatus,23999,NA,NA
Urolophus mitosis,11602,NA,NA
Urolophus neocaledoniensis,61610,NA,NA
Urolophus orarius,27144,NA,NA
Urolophus papilio,61611,NA,NA
Urolophus paucimaculatus,24002,NA,NA
Urolophus piperatus,61612,NA,NA
Urolophus sufflavus,15442,NA,NA
Urolophus viridis,15443,NA,NA
Urolophus westraliensis,27145,NA,NA
Urophycis brasiliensis,311,NA,NA
Urophycis chuss,312,NA,NA
Urophycis cirrata,1884,NA,NA
Urophycis earllii,1885,NA,NA
Urophycis floridana,1882,NA,NA
Urophycis mystacea,60494,NA,NA
Urophycis regia,1883,NA,NA
Urophycis tenuis,313,NA,NA
Uropterygius concolor,7283,NA,NA
Uropterygius fasciolatus,27393,NA,NA
Uropterygius fuscoguttatus,7286,NA,NA
Uropterygius genie,47872,NA,NA
Uropterygius golanii,50765,NA,NA
Uropterygius inornatus,58623,NA,NA
Uropterygius kamar,15665,NA,NA
Uropterygius macrocephalus,7870,NA,NA
Uropterygius macularius,11910,NA,NA
Uropterygius marmoratus,5401,NA,NA
Uropterygius micropterus,10217,NA,NA
Uropterygius nagoensis,23274,NA,NA
Uropterygius oligospondylus,65337,NA,NA
Uropterygius polyspilus,27347,NA,NA
Uropterygius polystictus,13791,NA,NA
Uropterygius supraforatus,17388,NA,NA
Uropterygius versutus,13792,NA,NA
Uropterygius wheeleri,2619,NA,NA
Uropterygius xanthopterus,7287,NA,NA
Uropterygius xenodontus,50764,NA,NA
Urotrygon aspidura,13277,NA,NA
Urotrygon caudispinosus,61154,NA,NA
Urotrygon chilensis,8218,NA,NA
Urotrygon cimar,59473,NA,NA
Urotrygon microphthalmum,27775,NA,NA
Urotrygon munda,13278,NA,NA
Urotrygon nana,13282,NA,NA
Urotrygon peruanus,61155,NA,NA
Urotrygon reticulata,13283,NA,NA
Urotrygon rogersi,13285,NA,NA
Urotrygon serrula,50099,NA,NA
Urotrygon simulatrix,13288,NA,NA
Urotrygon venezuelae,52714,NA,NA
Ursinoscorpaenopsis kitai,59569,NA,NA
Valenciennea alleni,12606,NA,NA
Valenciennea bella,12607,NA,NA
Valenciennea decora,12609,NA,NA
Valenciennea helsdingenii,7224,22,27
Valenciennea immaculata,12614,22,27
Valenciennea limicola,12610,NA,NA
Valenciennea longipinnis,7225,22,27
Valenciennea muralis,7226,NA,NA
Valenciennea parva,12611,NA,NA
Valenciennea persica,12612,NA,NA
Valenciennea puellaris,7246,22,26
Valenciennea randalli,12613,NA,NA
Valenciennea sexguttata,7227,22,28
Valenciennea strigata,6575,22,28
Valenciennea wardii,12615,22,27
Valenciennea yanoi,69085,NA,NA
Valenciennellus carlsbergi,27410,NA,NA
Valenciennellus tripunctulatus,11686,NA,NA
Vanacampus margaritifer,46213,NA,NA
Vanacampus phillipi,46214,NA,NA
Vanacampus poecilolaemus,46215,NA,NA
Vanacampus vercoi,46216,NA,NA
Vanderhorstia ambanoro,7241,22,27
Vanderhorstia attenuata,63956,NA,NA
Vanderhorstia auronotata,63959,NA,NA
Vanderhorstia auropunctata,25043,NA,NA
Vanderhorstia bella,62648,NA,NA
Vanderhorstia belloides,63960,NA,NA
Vanderhorstia cyanolineata,68240,NA,NA
Vanderhorstia dawnarnallae,69251,NA,NA
Vanderhorstia delagoae,8033,NA,NA
Vanderhorstia dorsomacula,63961,NA,NA
Vanderhorstia flavilineata,58616,NA,NA
Vanderhorstia fulvopelvis,68241,NA,NA
Vanderhorstia hiramatsui,64553,NA,NA
Vanderhorstia kizakura,64554,NA,NA
Vanderhorstia lepidobucca,67338,NA,NA
Vanderhorstia longimanus,61328,NA,NA
Vanderhorstia macropteryx,59508,NA,NA
Vanderhorstia mertensi,23647,20,26
Vanderhorstia nannai,62099,NA,NA
Vanderhorstia nobilis,63880,NA,NA
Vanderhorstia opercularis,64555,NA,NA
Vanderhorstia ornatissima,12784,21,27
Vanderhorstia papilio,63891,NA,NA
Vanderhorstia phaeosticta,63938,NA,NA
Vanderhorstia puncticeps,63321,NA,NA
Vanderhorstia rapa,64556,NA,NA
Vanderhorstia steelei,63755,NA,NA
Vanderhorstia vandersteene,69164,NA,NA
Vanderhorstia wayag,66884,NA,NA
Vanneaugobius canariensis,22799,NA,NA
Vanneaugobius dollfusi,22802,NA,NA
Vanneaugobius pruvoti,22804,NA,NA
Vanstraelenia chirophthalma,5042,NA,NA
Varicus adamsi,70007,NA,NA
Varicus bucca,57931,NA,NA
Varicus cephalocellatus,70010,NA,NA
Varicus decorum,70009,NA,NA
Varicus lacerta,70219,NA,NA
Varicus marilynae,3901,NA,NA
Varicus nigritus,70008,NA,NA
Varicus veliguttatus,70006,NA,NA
Variola albimarginata,6478,NA,NA
Variola louti,5354,NA,NA
Velifer hypselopterus,10283,NA,NA
Vellitor centropomus,23971,NA,NA
Vellitor minutus,23973,NA,NA
Venefica multiporosa,58714,NA,NA
Venefica ocella,58713,NA,NA
Venefica proboscidea,9073,NA,NA
Venefica procera,58711,NA,NA
Venefica tentaculata,22599,NA,NA
Ventichthys biospeedoi,63300,NA,NA
Ventrifossa atherodon,8676,NA,NA
Ventrifossa ctenomelas,8679,NA,NA
Ventrifossa divergens,7839,NA,NA
Ventrifossa fusca,23183,NA,NA
Ventrifossa garmani,8684,NA,NA
Ventrifossa gomoni,57951,NA,NA
Ventrifossa johnboborum,27431,NA,NA
Ventrifossa longibarbata,23185,NA,NA
Ventrifossa macrodon,52335,NA,NA
Ventrifossa macropogon,8685,NA,NA
Ventrifossa macroptera,8689,NA,NA
Ventrifossa misakia,8690,NA,NA
Ventrifossa mucocephalus,8691,NA,NA
Ventrifossa mystax,27135,NA,NA
Ventrifossa nasuta,7841,NA,NA
Ventrifossa nigrodorsalis,8692,NA,NA
Ventrifossa obtusirostris,52341,NA,NA
Ventrifossa paxtoni,57952,NA,NA
Ventrifossa petersonii,8694,NA,NA
Ventrifossa rhipidodorsalis,23186,NA,NA
