ncbi_taxon_id,species,subspecies,family_x,target_list_status,sequencing_status,synonym,publication_id,aphia_id,url,scientificname,authority,status,rank,valid_AphiaID,valid_name,order,family_y,genus,isMarine,isBrackish,isFreshwater,isTerrestrial,isExtinct,modified,SpecCode,DepthRangeShallow,DepthRangeDeep,Northernmost,NorthSouthN,Southermost,NorthSouthS,Westernmost,WestEastW,Easternmost,WestEastE,TempMin,TempMax
279934,Bucephala albeola,-,Anatidae,long_list,-,-,-,159179,https://www.marinespecies.org/aphia.php?p=taxdetails&id=159179,Bucephala albeola,"(Linnaeus, 1758)",accepted,Species,159179,Bucephala albeola,Anseriformes,Anatidae,Bucephala,1,1,1,1,NA,2011-04-27T09:01:37Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
279935,Calidris minutilla,-,Scolopacidae,long_list,-,-,-,159054,https://www.marinespecies.org/aphia.php?p=taxdetails&id=159054,Calidris minutilla,"(Vieillot, 1819)",accepted,Species,159054,Calidris minutilla,Charadriiformes,Scolopacidae,Calidris,1,NA,NA,1,NA,2011-04-27T09:01:37Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
279936,Calidris alba,-,Scolopacidae,long_list,-,-,-,159084,https://www.marinespecies.org/aphia.php?p=taxdetails&id=159084,Calidris alba,"(Pallas, 1764)",accepted,Species,159084,Calidris alba,Charadriiformes,Scolopacidae,Calidris,1,NA,NA,1,NA,2018-09-10T08:50:53Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
279937,Calidris bairdii,-,Scolopacidae,long_list,-,-,-,159048,https://www.marinespecies.org/aphia.php?p=taxdetails&id=159048,Calidris bairdii,"(Coues, 1861)",accepted,Species,159048,Calidris bairdii,Charadriiformes,Scolopacidae,Calidris,1,1,1,1,NA,2011-04-27T09:01:37Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
279938,Calidris himantopus,-,Scolopacidae,long_list,-,-,-,159051,https://www.marinespecies.org/aphia.php?p=taxdetails&id=159051,Calidris himantopus,"(Bonaparte, 1826)",accepted,Species,159051,Calidris himantopus,Charadriiformes,Scolopacidae,Calidris,1,NA,NA,1,NA,2011-04-27T09:01:37Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
279940,Calidris fuscicollis,-,Scolopacidae,long_list,-,-,-,159050,https://www.marinespecies.org/aphia.php?p=taxdetails&id=159050,Calidris fuscicollis,"(Vieillot, 1819)",accepted,Species,159050,Calidris fuscicollis,Charadriiformes,Scolopacidae,Calidris,1,NA,NA,1,NA,2011-04-27T09:01:37Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
279941,Calidris mauri,-,Scolopacidae,long_list,-,-,-,366588,https://www.marinespecies.org/aphia.php?p=taxdetails&id=366588,Calidris mauri,"(Cabanis, 1857)",accepted,Species,366588,Calidris mauri,Charadriiformes,Scolopacidae,Calidris,1,NA,NA,1,NA,2011-04-08T06:18:06Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
279942,Charadrius melodus,-,Charadriidae,long_list,-,-,-,159125,https://www.marinespecies.org/aphia.php?p=taxdetails&id=159125,Charadrius melodus,"Ord, 1824",accepted,Species,159125,Charadrius melodus,Charadriiformes,Charadriidae,Charadrius,1,NA,NA,1,NA,2011-04-08T06:18:06Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
279943,Charadrius wilsonia,-,Charadriidae,long_list,-,-,-,366844,https://www.marinespecies.org/aphia.php?p=taxdetails&id=366844,Charadrius wilsonia,"Ord, 1814",accepted,Species,366844,Charadrius wilsonia,Charadriiformes,Charadriidae,Charadrius,1,NA,NA,1,NA,2011-04-08T06:18:06Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
279945,Chlidonias niger,-,Laridae,long_list,-,-,-,137137,https://www.marinespecies.org/aphia.php?p=taxdetails&id=137137,Chlidonias niger,"(Linnaeus, 1758)",accepted,Species,137137,Chlidonias niger,Charadriiformes,Laridae,Chlidonias,1,NA,1,1,NA,2011-04-08T06:18:06Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
279948,Haematopus bachmani,-,Charadriidae,long_list,-,-,-,366767,https://www.marinespecies.org/aphia.php?p=taxdetails&id=366767,Haematopus bachmani,"Audubon, 1838",accepted,Species,366767,Haematopus bachmani,Charadriiformes,Charadriidae,Haematopus,1,NA,NA,1,NA,2011-04-08T06:18:06Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
279949,Limnodromus griseus,-,Scolopacidae,long_list,-,-,-,158955,https://www.marinespecies.org/aphia.php?p=taxdetails&id=158955,Limnodromus griseus,"(Gmelin, 1789)",accepted,Species,158955,Limnodromus griseus,Charadriiformes,Scolopacidae,Limnodromus,1,NA,NA,1,NA,2011-04-27T09:01:37Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
279952,Phalaropus fulicarius,-,Phalaropodidae,long_list,-,-,-,137168,https://www.marinespecies.org/aphia.php?p=taxdetails&id=137168,Phalaropus fulicarius,"(Linnaeus, 1758)",accepted,Species,137168,Phalaropus fulicarius,Charadriiformes,Phalaropodidae,Phalaropus,1,NA,NA,1,NA,2011-04-08T06:18:06Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
279953,Sterna paradisaea,-,Laridae,long_list,-,-,-,137165,https://www.marinespecies.org/aphia.php?p=taxdetails&id=137165,Sterna paradisaea,"Pontoppidan, 1763",accepted,Species,137165,Sterna paradisaea,Charadriiformes,Laridae,Sterna,1,NA,NA,1,NA,2011-04-08T06:18:06Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
279957,Numenius americanus,-,Scolopacidae,long_list,-,-,-,366865,https://www.marinespecies.org/aphia.php?p=taxdetails&id=366865,Numenius americanus,"Bechstein, 1812",accepted,Species,366865,Numenius americanus,Charadriiformes,Scolopacidae,Numenius,1,NA,NA,1,NA,2011-04-08T06:18:06Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
279960,Haematopus palliatus,-,Charadriidae,long_list,-,-,-,159128,https://www.marinespecies.org/aphia.php?p=taxdetails&id=159128,Haematopus palliatus,"Temminck, 1820",accepted,Species,159128,Haematopus palliatus,Charadriiformes,Charadriidae,Haematopus,1,NA,NA,1,NA,2011-04-08T06:18:06Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
279961,Calidris pusilla,-,Scolopacidae,long_list,-,-,-,159055,https://www.marinespecies.org/aphia.php?p=taxdetails&id=159055,Calidris pusilla,"(Linnaeus, 1766)",accepted,Species,159055,Calidris pusilla,Charadriiformes,Scolopacidae,Calidris,1,NA,NA,1,NA,2011-04-27T09:01:37Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
280670,Carcharhinus tilstoni,-,Carcharhinidae,long_list,-,-,-,271325,https://www.marinespecies.org/aphia.php?p=taxdetails&id=271325,Carcharhinus tilstoni,"(Whitley, 1950)",accepted,Species,271325,Carcharhinus tilstoni,Carcharhiniformes,Carcharhinidae,Carcharhinus,1,1,0,0,NA,2020-12-15T13:07:03Z,15721,0,150,10,S,28,S,NA,NA,NA,NA,NA,NA
280671,Carcharhinus sorrah,-,Carcharhinidae,long_list,-,-,-,217339,https://www.marinespecies.org/aphia.php?p=taxdetails&id=217339,Carcharhinus sorrah,"(Valenciennes, 1839)",accepted,Species,217339,Carcharhinus sorrah,Carcharhiniformes,Carcharhinidae,Carcharhinus,1,1,0,0,NA,2024-06-19T06:58:31Z,884,0,140,31,N,31,S,NA,NA,NA,NA,NA,NA
280673,Pseudochromis fuscus,-,Pseudochromidae,long_list,-,-,-,278179,https://www.marinespecies.org/aphia.php?p=taxdetails&id=278179,Pseudochromis fuscus,"Müller & Troschel, 1849",accepted,Species,278179,Pseudochromis fuscus,Ovalentaria incertae sedis,Pseudochromidae,Pseudochromis,1,0,0,0,NA,2008-01-15T17:27:08Z,6627,2,30,26,N,24,S,NA,NA,NA,NA,NA,NA
280674,Pseudochromis marshallensis,-,Pseudochromidae,long_list,-,-,-,278188,https://www.marinespecies.org/aphia.php?p=taxdetails&id=278188,Pseudochromis marshallensis,"Schultz, 1953",accepted,Species,278188,Pseudochromis marshallensis,Ovalentaria incertae sedis,Pseudochromidae,Pseudochromis,1,0,0,0,NA,2008-01-15T17:27:08Z,7323,0,30,26,N,23,S,NA,NA,NA,NA,NA,NA
281676,Chaetodon reticulatus,-,Chaetodontidae,long_list,-,-,-,273359,https://www.marinespecies.org/aphia.php?p=taxdetails&id=273359,Chaetodon reticulatus,"Cuvier, 1831",accepted,Species,273359,Chaetodon reticulatus,Acanthuriformes,Chaetodontidae,Chaetodon,1,0,0,0,NA,2008-01-15T17:27:08Z,5574,0,40,30,N,30,S,NA,NA,NA,NA,NA,NA
281677,Chaetodon lunulatus,-,Chaetodontidae,long_list,-,-,-,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
281678,Chaetodon trichrous,-,Chaetodontidae,long_list,-,-,-,273364,https://www.marinespecies.org/aphia.php?p=taxdetails&id=273364,Chaetodon trichrous,"Günther, 1874",accepted,Species,273364,Chaetodon trichrous,Acanthuriformes,Chaetodontidae,Chaetodon,1,0,0,0,NA,2008-01-15T17:27:08Z,12537,0,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
281679,Chaetodon unimaculatus,-,Chaetodontidae,long_list,-,-,-,218753,https://www.marinespecies.org/aphia.php?p=taxdetails&id=218753,Chaetodon unimaculatus,"Bloch, 1787",accepted,Species,218753,Chaetodon unimaculatus,Acanthuriformes,Chaetodontidae,Chaetodon,1,0,0,0,NA,2008-01-15T17:27:08Z,5581,1,60,35,N,35,S,95,e,125,w,NA,NA
282254,Ogilbyina novaehollandiae,-,Pseudochromidae,long_list,-,-,-,281867,https://www.marinespecies.org/aphia.php?p=taxdetails&id=281867,Ogilbyina novaehollandiae,"(Steindachner, 1879)",accepted,Species,281867,Ogilbyina novaehollandiae,Ovalentaria incertae sedis,Pseudochromidae,Ogilbyina,1,0,0,0,NA,2008-01-15T17:27:08Z,15005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
282282,Hexatrygon bickelli,-,Hexatrygonidae,long_list,-,-,-,221455,https://www.marinespecies.org/aphia.php?p=taxdetails&id=221455,Hexatrygon bickelli,"Heemstra & Smith, 1980",accepted,Species,221455,Hexatrygon bickelli,Myliobatiformes,Hexatrygonidae,Hexatrygon,1,0,0,0,NA,2008-01-15T17:27:08Z,4510,350,1120,46,n,37,s,16,e,154,w,NA,NA
283024,Xiphister atropurpureus,-,Stichaeidae,long_list,-,-,-,283194,https://www.marinespecies.org/aphia.php?p=taxdetails&id=283194,Xiphister atropurpureus,"(Kittlitz, 1858)",accepted,Species,283194,Xiphister atropurpureus,Perciformes,Stichaeidae,Xiphister,1,0,0,0,NA,2008-01-15T17:27:08Z,3797,8,12,59,N,27,n,156,w,114,w,NA,NA
283025,Pholis crassispina,-,Pholidae,long_list,-,-,-,273687,https://www.marinespecies.org/aphia.php?p=taxdetails&id=273687,Pholis crassispina,"(Temminck & Schlegel, 1845)",accepted,Species,273687,Pholis crassispina,Perciformes,Pholidae,Pholis,1,0,0,0,NA,2008-01-15T17:27:08Z,23800,0,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
283026,Pholis picta,-,Pholidae,long_list,-,-,-,254560,https://www.marinespecies.org/aphia.php?p=taxdetails&id=254560,Pholis picta,"(Kner, 1868)",accepted,Species,254560,Pholis picta,Perciformes,Pholidae,Pholis,1,0,0,0,NA,2008-01-15T17:27:08Z,23799,0,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
283027,Pholis nebulosa,-,Pholidae,long_list,-,-,-,273691,https://www.marinespecies.org/aphia.php?p=taxdetails&id=273691,Pholis nebulosa,"(Temminck & Schlegel, 1845)",accepted,Species,273691,Pholis nebulosa,Perciformes,Pholidae,Pholis,1,0,0,0,NA,2008-01-15T17:27:08Z,10388,0,200,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
283028,Pholis ornata,-,Pholidae,long_list,-,-,-,273692,https://www.marinespecies.org/aphia.php?p=taxdetails&id=273692,Pholis ornata,"(Girard, 1854)",accepted,Species,273692,Pholis ornata,Perciformes,Pholidae,Pholis,1,0,0,0,NA,2008-01-15T17:27:08Z,3806,0,50,55,N,36,n,129,e,122,w,NA,NA
283029,Rhodymenichthys dolichogaster,-,Pholidae,long_list,-,-,-,282599,https://www.marinespecies.org/aphia.php?p=taxdetails&id=282599,Rhodymenichthys dolichogaster,"(Pallas, 1814)",accepted,Species,282599,Rhodymenichthys dolichogaster,Perciformes,Pholidae,Rhodymenichthys,1,0,0,0,NA,2008-01-15T17:27:08Z,3801,0,148,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
283031,Xiphister mucosus,-,Stichaeidae,long_list,-,-,-,283195,https://www.marinespecies.org/aphia.php?p=taxdetails&id=283195,Xiphister mucosus,"(Girard, 1858)",accepted,Species,283195,Xiphister mucosus,Perciformes,Stichaeidae,Xiphister,1,0,0,0,NA,2008-01-15T17:27:08Z,3798,0,18,59,N,34,N,156,w,118,w,NA,NA
283367,Pholis laeta,-,Pholidae,long_list,-,-,-,273689,https://www.marinespecies.org/aphia.php?p=taxdetails&id=273689,Pholis laeta,"(Cope, 1873)",accepted,Species,273689,Pholis laeta,Perciformes,Pholidae,Pholis,1,0,0,0,NA,2008-01-15T17:27:08Z,3805,0,73,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
283373,Cypselurus hiraii,-,Exocoetidae,long_list,-,-,-,278733,https://www.marinespecies.org/aphia.php?p=taxdetails&id=278733,Cypselurus hiraii,"Abe, 1953",accepted,Species,278733,Cypselurus hiraii,Beloniformes,Exocoetidae,Cypselurus,1,0,0,0,NA,2008-01-15T17:27:08Z,12986,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
283379,Parma microlepis,-,Pomacentridae,long_list,-,-,-,282156,https://www.marinespecies.org/aphia.php?p=taxdetails&id=282156,Parma microlepis,"Günther, 1862",accepted,Species,282156,Parma microlepis,Ovalentaria incertae sedis,Pomacentridae,Parma,1,0,0,0,NA,2008-01-15T17:27:08Z,12470,2,30,29,S,39,S,144,E,154,E,NA,NA
283620,Oxylebius pictus,-,Hexagrammidae,long_list,-,-,-,240743,https://www.marinespecies.org/aphia.php?p=taxdetails&id=240743,Oxylebius pictus,"Gill, 1862",accepted,Species,240743,Oxylebius pictus,Perciformes,Hexagrammidae,Oxylebius,1,0,0,0,NA,2008-01-15T17:27:08Z,4036,0,49,60,N,NA,NA,NA,NA,NA,NA,NA,NA
283621,Zaniolepis latipinnis,-,Hexagrammidae,long_list,-,-,-,283209,https://www.marinespecies.org/aphia.php?p=taxdetails&id=283209,Zaniolepis latipinnis,"Girard, 1858",accepted,Species,283209,Zaniolepis latipinnis,Perciformes,Zaniolepididae,Zaniolepis,1,0,0,0,NA,2017-08-18T10:28:24Z,4039,37,201,51,N,NA,NA,NA,NA,NA,NA,NA,NA
283624,Artedius corallinus,-,Cottidae,long_list,-,-,-,279699,https://www.marinespecies.org/aphia.php?p=taxdetails&id=279699,Artedius corallinus,"(Hubbs, 1926)",accepted,Species,279699,Artedius corallinus,Perciformes,Cottidae,Artedius,1,0,0,0,NA,2008-01-15T17:27:08Z,4044,0,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
283633,Clinocottus recalvus,-,Cottidae,long_list,-,-,-,280222,https://www.marinespecies.org/aphia.php?p=taxdetails&id=280222,Clinocottus recalvus,"(Greeley, 1899)",accepted,Species,280222,Clinocottus recalvus,Perciformes,Cottidae,Clinocottus,1,0,0,0,NA,2008-01-15T17:27:08Z,4060,0,NA,46,N,42,N,NA,NA,NA,NA,NA,NA
283635,Chitonotus pugetensis,-,Cottidae,long_list,-,-,-,280162,https://www.marinespecies.org/aphia.php?p=taxdetails&id=280162,Chitonotus pugetensis,"(Steindachner, 1876)",accepted,Species,280162,Chitonotus pugetensis,Perciformes,Cottidae,Chitonotus,1,0,0,0,NA,2008-01-15T17:27:08Z,4055,0,142,55,N,NA,NA,NA,NA,NA,NA,NA,NA
283636,Rhamphocottus richardsonii,-,Rhamphocottidae,long_list,-,-,-,282578,https://www.marinespecies.org/aphia.php?p=taxdetails&id=282578,Rhamphocottus richardsonii,"Günther, 1874",accepted,Species,282578,Rhamphocottus richardsonii,Perciformes,Rhamphocottidae,Rhamphocottus,1,0,0,0,NA,2008-01-15T17:27:08Z,4139,0,165,66,N,32,N,NA,NA,NA,NA,NA,NA
283639,Stellerina xyosterna,-,Agonidae,long_list,-,-,-,254366,https://www.marinespecies.org/aphia.php?p=taxdetails&id=254366,Stellerina xyosterna,"(Jordan & Gilbert, 1880)",accepted,Species,254366,Stellerina xyosterna,Perciformes,Agonidae,Stellerina,1,0,0,0,NA,2008-01-15T17:27:08Z,4172,5,75,54,N,NA,NA,NA,NA,NA,NA,NA,NA
286537,Coilia mystus,-,Engraulidae,long_list,-,-,-,279082,https://www.marinespecies.org/aphia.php?p=taxdetails&id=279082,Coilia mystus,"(Linnaeus, 1758)",accepted,Species,279082,Coilia mystus,Clupeiformes,Engraulidae,Coilia,1,1,1,0,NA,2008-01-15T17:27:08Z,629,10,NA,42,N,4,N,94,E,127,E,NA,NA
287015,Larus hartlaubii,-,Laridae,long_list,-,-,-,1348500,https://www.marinespecies.org/aphia.php?p=taxdetails&id=1348500,Larus hartlaubii,"Bruch, 1853",accepted,Species,1348500,Larus hartlaubii,Charadriiformes,Laridae,Larus,1,NA,NA,1,NA,2019-05-28T12:41:20Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
287016,Larus maculipennis,-,Laridae,long_list,-,-,-,225946,https://www.marinespecies.org/aphia.php?p=taxdetails&id=225946,Larus maculipennis,"Lichtenstein, 1823",accepted,Species,225946,Larus maculipennis,Charadriiformes,Laridae,Larus,1,NA,NA,1,NA,2011-04-08T06:18:06Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
287703,Notarius neogranatensis,-,Ariidae,long_list,-,-,-,281770,https://www.marinespecies.org/aphia.php?p=taxdetails&id=281770,Notarius neogranatensis,"(Acero P. & Betancur-R., 2002)",accepted,Species,281770,Notarius neogranatensis,Siluriformes,Ariidae,Notarius,1,1,0,0,NA,2008-01-15T17:27:08Z,60687,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
287704,Notarius kessleri,-,Ariidae,long_list,-,-,-,281768,https://www.marinespecies.org/aphia.php?p=taxdetails&id=281768,Notarius kessleri,"(Steindachner, 1876)",accepted,Species,281768,Notarius kessleri,Siluriformes,Ariidae,Notarius,1,1,0,0,NA,2017-10-25T05:47:25Z,13473,NA,NA,10,N,8,N,NA,NA,NA,NA,NA,NA
287705,Notarius planiceps,-,Ariidae,long_list,-,-,-,281772,https://www.marinespecies.org/aphia.php?p=taxdetails&id=281772,Notarius planiceps,"(Steindachner, 1876)",accepted,Species,281772,Notarius planiceps,Siluriformes,Ariidae,Notarius,1,1,0,0,NA,2017-10-25T05:47:25Z,13478,NA,NA,24,N,8,N,NA,NA,NA,NA,NA,NA
287707,Notarius insculptus,-,Ariidae,long_list,-,-,-,281767,https://www.marinespecies.org/aphia.php?p=taxdetails&id=281767,Notarius insculptus,"(Jordan & Gilbert, 1883)",accepted,Species,281767,Notarius insculptus,Siluriformes,Ariidae,Notarius,1,0,0,0,NA,2008-01-15T17:27:08Z,63323,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
287709,Amphiarius rugispinis,-,Ariidae,long_list,-,-,-,279587,https://www.marinespecies.org/aphia.php?p=taxdetails&id=279587,Amphiarius rugispinis,"(Valenciennes, 1840)",accepted,Species,279587,Amphiarius rugispinis,Siluriformes,Ariidae,Amphiarius,1,1,0,0,NA,2008-01-15T17:27:08Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
287710,Notarius troschelii,-,Ariidae,long_list,-,-,-,293654,https://www.marinespecies.org/aphia.php?p=taxdetails&id=293654,Notarius troschelii,"(Gill, 1863)",accepted,Species,293654,Notarius troschelii,Siluriformes,Ariidae,Notarius,1,1,0,0,NA,2013-01-08T11:20:45Z,13507,NA,NA,24,N,NA,NA,NA,NA,NA,NA,NA,NA
287711,Aspistor quadriscutis,-,Ariidae,long_list,-,-,-,279757,https://www.marinespecies.org/aphia.php?p=taxdetails&id=279757,Aspistor quadriscutis,"(Valenciennes, 1840)",accepted,Species,279757,Aspistor quadriscutis,Siluriformes,Ariidae,Aspistor,1,1,1,0,NA,2008-01-15T17:27:08Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
287712,Notarius grandicassis,-,Ariidae,long_list,-,-,-,281766,https://www.marinespecies.org/aphia.php?p=taxdetails&id=281766,Notarius grandicassis,"(Valenciennes, 1840)",accepted,Species,281766,Notarius grandicassis,Siluriformes,Ariidae,Notarius,1,1,0,0,NA,2008-01-15T17:27:08Z,949,1,20,12,N,23,S,77,W,34,W,NA,NA
287713,Bagre bagre,-,Ariidae,long_list,-,-,-,275587,https://www.marinespecies.org/aphia.php?p=taxdetails&id=275587,Bagre bagre,"(Linnaeus, 1766)",accepted,Species,275587,Bagre bagre,Siluriformes,Ariidae,Bagre,1,1,0,0,NA,2008-01-15T17:27:08Z,958,NA,50,12,n,21,s,77,w,34,w,NA,NA
287714,Arius arius,-,Ariidae,long_list,-,-,-,275569,https://www.marinespecies.org/aphia.php?p=taxdetails&id=275569,Arius arius,"(Hamilton, 1822)",accepted,Species,275569,Arius arius,Siluriformes,Ariidae,Arius,1,1,0,0,NA,2008-01-15T17:27:08Z,1285,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
288138,Halichoeres cyanocephalus,-,Labridae,long_list,-,-,-,275760,https://www.marinespecies.org/aphia.php?p=taxdetails&id=275760,Halichoeres cyanocephalus,"(Bloch, 1791)",accepted,Species,275760,Halichoeres cyanocephalus,Eupercaria incertae sedis,Labridae,Halichoeres,1,0,0,0,NA,2008-01-15T17:27:08Z,3662,18,91,30,N,33,S,98,w,32,w,NA,NA
289382,Thalassophryne nattereri,-,Batrachoididae,long_list,-,-,-,282957,https://www.marinespecies.org/aphia.php?p=taxdetails&id=282957,Thalassophryne nattereri,"Steindachner, 1876",accepted,Species,282957,Thalassophryne nattereri,Batrachoidiformes,Batrachoididae,Thalassophryne,1,1,0,0,NA,2008-01-15T17:27:08Z,28222,NA,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
289485,Sterna dougallii,-,Laridae,long_list,-,-,-,137160,https://www.marinespecies.org/aphia.php?p=taxdetails&id=137160,Sterna dougallii,"Montagu, 1813",accepted,Species,137160,Sterna dougallii,Charadriiformes,Laridae,Sterna,1,NA,NA,1,NA,2011-04-08T06:18:06Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
290102,Serrivomer sector,-,Serrivomeridae,long_list,-,-,-,272005,https://www.marinespecies.org/aphia.php?p=taxdetails&id=272005,Serrivomer sector,"Garman, 1899",accepted,Species,272005,Serrivomer sector,Anguilliformes,Serrivomeridae,Serrivomer,1,0,0,0,NA,2017-08-18T10:28:24Z,11483,0,3243,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
290104,Anampses geographicus,-,Labridae,long_list,-,-,-,218916,https://www.marinespecies.org/aphia.php?p=taxdetails&id=218916,Anampses geographicus,"Valenciennes, 1840",accepted,Species,218916,Anampses geographicus,Eupercaria incertae sedis,Labridae,Anampses,1,0,0,0,NA,2008-01-15T17:27:08Z,4891,1,25,28,N,32,S,NA,NA,NA,NA,NA,NA
290105,Cheilinus chlorourus,-,Labridae,long_list,-,-,-,218941,https://www.marinespecies.org/aphia.php?p=taxdetails&id=218941,Cheilinus chlorourus,"(Bloch, 1791)",accepted,Species,218941,Cheilinus chlorourus,Eupercaria incertae sedis,Labridae,Cheilinus,1,0,0,0,NA,2008-01-15T17:27:08Z,5598,1,30,32,N,36,S,25,e,132,w,NA,NA
290113,Cheilinus trilobatus,-,Labridae,long_list,-,-,-,218944,https://www.marinespecies.org/aphia.php?p=taxdetails&id=218944,Cheilinus trilobatus,"Lacepède, 1801",accepted,Species,218944,Cheilinus trilobatus,Eupercaria incertae sedis,Labridae,Cheilinus,1,1,0,0,NA,2008-01-15T17:27:08Z,5603,1,30,30,N,28,S,32,e,139,w,NA,NA
290114,Hemigymnus fasciatus,-,Labridae,long_list,-,-,-,218999,https://www.marinespecies.org/aphia.php?p=taxdetails&id=218999,Hemigymnus fasciatus,"(Bloch, 1792)",accepted,Species,218999,Hemigymnus fasciatus,Eupercaria incertae sedis,Labridae,Hemigymnus,1,0,0,0,NA,2008-01-15T17:27:08Z,5635,0,25,30,N,30,S,33,e,122,w,NA,NA
290115,Stethojulis albovittata,-,Labridae,long_list,-,-,-,219058,https://www.marinespecies.org/aphia.php?p=taxdetails&id=219058,Stethojulis albovittata,"(Bonnaterre, 1788)",accepted,Species,219058,Stethojulis albovittata,Eupercaria incertae sedis,Labridae,Stethojulis,1,0,0,0,NA,2008-01-15T17:27:08Z,8025,2,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
290247,Lutjanus peru,-,Lutjanidae,long_list,-,-,-,276546,https://www.marinespecies.org/aphia.php?p=taxdetails&id=276546,Lutjanus peru,"(Nichols & Murphy, 1922)",accepted,Species,276546,Lutjanus peru,Eupercaria incertae sedis,Lutjanidae,Lutjanus,1,0,0,0,NA,2008-01-15T17:27:08Z,170,NA,40,28,N,17,S,115,W,74,W,NA,NA
290523,Sebastes koreanus,-,Sebastidae,long_list,-,-,-,274810,https://www.marinespecies.org/aphia.php?p=taxdetails&id=274810,Sebastes koreanus,"Kim & Lee, 1994",accepted,Species,274810,Sebastes koreanus,Perciformes,Sebastidae,Sebastes,1,0,0,0,NA,2008-01-15T17:27:08Z,59591,NA,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
290524,Sebastes longispinis,-,Sebastidae,long_list,-,-,-,274813,https://www.marinespecies.org/aphia.php?p=taxdetails&id=274813,Sebastes longispinis,"(Matsubara, 1934)",accepted,Species,274813,Sebastes longispinis,Perciformes,Sebastidae,Sebastes,1,0,0,0,NA,2008-01-15T17:27:08Z,23866,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
290526,Sebastes nivosus,-,Sebastidae,long_list,-,-,-,274826,https://www.marinespecies.org/aphia.php?p=taxdetails&id=274826,Sebastes nivosus,"Hilgendorf, 1880",accepted,Species,274826,Sebastes nivosus,Perciformes,Sebastidae,Sebastes,1,0,0,0,NA,2008-01-15T17:27:08Z,23859,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
290627,Cottus amblystomopsis,-,Cottidae,long_list,-,-,-,274367,https://www.marinespecies.org/aphia.php?p=taxdetails&id=274367,Cottus amblystomopsis,"Schmidt, 1904",accepted,Species,274367,Cottus amblystomopsis,Perciformes,Cottidae,Cottus,1,1,1,0,NA,2008-01-15T17:27:08Z,23932,0,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
