ncbi_taxon_id,species,subspecies,family_x,target_list_status,sequencing_status,synonym,publication_id,aphia_id,url,scientificname,authority,status,rank,valid_AphiaID,valid_name,order,family_y,genus,isMarine,isBrackish,isFreshwater,isTerrestrial,isExtinct,modified,SpecCode,DepthRangeShallow,DepthRangeDeep,Northernmost,NorthSouthN,Southermost,NorthSouthS,Westernmost,WestEastW,Easternmost,WestEastE,TempMin,TempMax
8063,Merluccius merluccius,-,Merlucciidae,long_list,-,-,-,126484,https://www.marinespecies.org/aphia.php?p=taxdetails&id=126484,Merluccius merluccius,"(Linnaeus, 1758)",accepted,Species,126484,Merluccius merluccius,Gadiformes,Merlucciidae,Merluccius,1,0,0,0,NA,2008-01-15T17:27:08Z,30,18,1075,76,N,18,N,30,W,42,E,NA,NA
8068,Opsanus tau,-,Batrachoididae,long_list,-,-,-,158782,https://www.marinespecies.org/aphia.php?p=taxdetails&id=158782,Opsanus tau,"(Linnaeus, 1766)",accepted,Species,158782,Opsanus tau,Batrachoidiformes,Batrachoididae,Opsanus,1,1,0,0,NA,2020-09-24T06:35:24Z,3069,0,5,43,N,25,N,82,w,68,w,NA,NA
8073,Lophius americanus,-,Lophiidae,long_list,-,-,-,159184,https://www.marinespecies.org/aphia.php?p=taxdetails&id=159184,Lophius americanus,"Valenciennes, 1837",accepted,Species,159184,Lophius americanus,Lophiiformes,Lophiidae,Lophius,1,0,0,0,NA,2008-01-15T17:27:08Z,532,0,800,60,N,28,N,82,W,43,W,NA,NA
8074,Lophius piscatorius,-,Lophiidae,long_list,-,-,-,126555,https://www.marinespecies.org/aphia.php?p=taxdetails&id=126555,Lophius piscatorius,"Linnaeus, 1758",accepted,Species,126555,Lophius piscatorius,Lophiiformes,Lophiidae,Lophius,1,0,0,0,NA,2008-01-15T17:27:08Z,716,20,1000,75,N,30,N,28,W,46,E,NA,NA
8078,Fundulus heteroclitus,-,Fundulidae,long_list,-,-,-,159306,https://www.marinespecies.org/aphia.php?p=taxdetails&id=159306,Fundulus heteroclitus,"(Linnaeus, 1766)",accepted,Species,159306,Fundulus heteroclitus,Cyprinodontiformes,Fundulidae,Fundulus,1,1,1,0,NA,2020-09-24T06:35:24Z,3192,NA,NA,52,N,28,N,82,W,55,W,10,24
8094,Hemitripterus americanus,-,Hemitripteridae,long_list,-,-,-,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8096,Myoxocephalus aenaeus,-,Cottidae,long_list,-,-,-,159519,https://www.marinespecies.org/aphia.php?p=taxdetails&id=159519,Myoxocephalus aenaeus,"(Mitchill, 1814)",accepted,Species,159519,Myoxocephalus aenaeus,Perciformes,Cottidae,Myoxocephalus,1,1,0,0,NA,2008-01-15T17:27:08Z,4117,1,357,52,N,38,N,75,W,60,W,NA,NA
8097,Myoxocephalus scorpius,-,Cottidae,long_list,-,-,-,127203,https://www.marinespecies.org/aphia.php?p=taxdetails&id=127203,Myoxocephalus scorpius,"(Linnaeus, 1758)",accepted,Species,127203,Myoxocephalus scorpius,Perciformes,Cottidae,Myoxocephalus,1,1,0,0,NA,2008-01-15T17:27:08Z,1329,0,451,80,N,40,N,95,W,60,E,NA,NA
8103,Cyclopterus lumpus,-,Cyclopteridae,long_list,-,-,-,127214,https://www.marinespecies.org/aphia.php?p=taxdetails&id=127214,Cyclopterus lumpus,"Linnaeus, 1758",accepted,Species,127214,Cyclopterus lumpus,Perciformes,Cyclopteridae,Cyclopterus,1,0,0,0,NA,2008-01-15T17:27:08Z,62,0,868,80,N,32,N,95,W,49,E,3,11
8110,Sebastolobus altivelis,-,Sebastidae,long_list,-,-,-,282741,https://www.marinespecies.org/aphia.php?p=taxdetails&id=282741,Sebastolobus altivelis,"Gilbert, 1896",accepted,Species,282741,Sebastolobus altivelis,Perciformes,Sebastidae,Sebastolobus,1,0,0,0,NA,2008-01-15T17:27:08Z,4010,201,1757,60,N,23,N,179,w,118,w,NA,NA
8161,Seriola quinqueradiata,-,Carangidae,long_list,-,-,-,276651,https://www.marinespecies.org/aphia.php?p=taxdetails&id=276651,Seriola quinqueradiata,"Temminck & Schlegel, 1845",accepted,Species,276651,Seriola quinqueradiata,Carangiformes,Carangidae,Seriola,1,0,0,0,NA,2008-01-15T17:27:08Z,381,NA,100,46,N,20,N,116,e,153,w,NA,NA
8164,Lateolabrax japonicus,-,Lateolabracidae,long_list,-,-,-,281275,https://www.marinespecies.org/aphia.php?p=taxdetails&id=281275,Lateolabrax japonicus,"(Cuvier, 1828)",accepted,Species,281275,Lateolabrax japonicus,Acropomatiformes,Lateolabracidae,Lateolabrax,1,1,1,0,NA,2008-01-15T17:27:08Z,4589,5,NA,44,N,15,N,106,e,143,e,NA,NA
8173,Pagrus pagrus,-,Sparidae,long_list,-,-,-,127063,https://www.marinespecies.org/aphia.php?p=taxdetails&id=127063,Pagrus pagrus,"(Linnaeus, 1758)",accepted,Species,127063,Pagrus pagrus,Eupercaria incertae sedis,Sparidae,Pagrus,1,0,0,0,NA,2008-01-15T17:27:08Z,1756,0,250,51,N,43,S,98,W,36,E,NA,NA
8175,Sparus aurata,-,Sparidae,long_list,-,-,-,151523,https://www.marinespecies.org/aphia.php?p=taxdetails&id=151523,Sparus aurata,"Linnaeus, 1758",accepted,Species,151523,Sparus aurata,Eupercaria incertae sedis,Sparidae,Sparus,1,1,0,0,NA,2008-01-15T17:27:08Z,1164,1,150,62,N,15,N,17,W,43,E,NA,NA
8177,Acanthopagrus latus,-,Sparidae,long_list,-,-,-,218587,https://www.marinespecies.org/aphia.php?p=taxdetails&id=218587,Acanthopagrus latus,"(Houttuyn, 1782)",accepted,Species,218587,Acanthopagrus latus,Eupercaria incertae sedis,Sparidae,Acanthopagrus,1,1,1,0,NA,2008-01-15T17:27:08Z,6356,NA,NA,34,n,15,n,105,e,137,e,NA,NA
8179,Acanthopagrus butcheri,-,Sparidae,long_list,-,-,-,279071,https://www.marinespecies.org/aphia.php?p=taxdetails&id=279071,Acanthopagrus butcheri,"(Munro, 1949)",accepted,Species,279071,Acanthopagrus butcheri,Eupercaria incertae sedis,Sparidae,Acanthopagrus,1,1,1,0,NA,2008-01-15T17:27:08Z,14601,NA,NA,23,S,44,S,112,E,154,E,NA,NA
8187,Lates calcarifer,-,Latidae,long_list,-,-,-,278957,https://www.marinespecies.org/aphia.php?p=taxdetails&id=278957,Lates calcarifer,"(Bloch, 1790)",accepted,Species,278957,Lates calcarifer,Carangaria incertae sedis,Latidae,Lates,1,1,1,0,NA,2008-01-15T17:27:08Z,346,10,40,49,N,26,S,56,E,155,E,15,28
8197,Lycodes polaris,-,Zoarcidae,long_list,-,-,-,127111,https://www.marinespecies.org/aphia.php?p=taxdetails&id=127111,Lycodes polaris,"(Sabine, 1824)",accepted,Species,127111,Lycodes polaris,Perciformes,Zoarcidae,Lycodes,1,0,0,0,NA,2008-01-15T17:27:08Z,3142,0,300,82,N,46,N,35,E,44,W,NA,NA
8199,Zoarces americanus,-,Zoarcidae,long_list,-,-,-,159267,https://www.marinespecies.org/aphia.php?p=taxdetails&id=159267,Zoarces americanus,"(Bloch & Schneider, 1801)",accepted,Species,159267,Zoarces americanus,Perciformes,Zoarcidae,Zoarces,1,1,0,0,NA,2008-01-15T17:27:08Z,480,0,388,63,N,37,N,80,W,43,W,NA,10
8201,Lycodichthys dearborni,-,Zoarcidae,long_list,-,-,-,234713,https://www.marinespecies.org/aphia.php?p=taxdetails&id=234713,Lycodichthys dearborni,"(DeWitt, 1962)",accepted,Species,234713,Lycodichthys dearborni,Perciformes,Zoarcidae,Lycodichthys,1,0,0,0,NA,2008-01-15T17:27:08Z,5135,550,588,72,S,78,S,NA,NA,NA,NA,NA,NA
8204,Anarhichas lupus,-,Anarhichadidae,long_list,-,-,-,126758,https://www.marinespecies.org/aphia.php?p=taxdetails&id=126758,Anarhichas lupus,"Linnaeus, 1758",accepted,Species,126758,Anarhichas lupus,Perciformes,Anarhichadidae,Anarhichas,1,0,0,0,NA,2008-01-15T17:27:08Z,2501,1,600,82,N,40,N,75,W,61,E,NA,NA
8208,Notothenia coriiceps,-,Nototheniidae,long_list,-,-,-,234679,https://www.marinespecies.org/aphia.php?p=taxdetails&id=234679,Notothenia coriiceps,"Richardson, 1844",accepted,Species,234679,Notothenia coriiceps,Perciformes,Nototheniidae,Notothenia,1,0,0,0,NA,2008-01-15T17:27:08Z,4702,0,550,46,S,78,S,180,w,180,e,NA,NA
8210,Notothenia angustata,-,Nototheniidae,long_list,-,-,-,279349,https://www.marinespecies.org/aphia.php?p=taxdetails&id=279349,Notothenia angustata,"Hutton, 1875",accepted,Species,279349,Notothenia angustata,Perciformes,Nototheniidae,Notothenia,1,0,0,0,NA,2008-01-15T17:27:08Z,47001,0,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8213,Pagothenia borchgrevinki,-,Nototheniidae,long_list,-,-,-,234801,https://www.marinespecies.org/aphia.php?p=taxdetails&id=234801,Pagothenia borchgrevinki,"(Boulenger, 1902)",accepted,Species,234801,Pagothenia borchgrevinki,Perciformes,Nototheniidae,Pagothenia,1,0,0,0,NA,2008-01-15T17:27:08Z,7049,0,550,60,S,78,S,180,W,180,E,NA,NA
8216,Cygnodraco mawsoni,-,Bathydraconidae,long_list,-,-,-,234834,https://www.marinespecies.org/aphia.php?p=taxdetails&id=234834,Cygnodraco mawsoni,"Waite, 1916",accepted,Species,234834,Cygnodraco mawsoni,Perciformes,Bathydraconidae,Cygnodraco,1,0,0,0,NA,2008-01-15T17:27:08Z,7099,110,300,65,S,79,S,NA,NA,NA,NA,NA,NA
8218,Gymnodraco acuticeps,-,Bathydraconidae,long_list,-,-,-,234800,https://www.marinespecies.org/aphia.php?p=taxdetails&id=234800,Gymnodraco acuticeps,"Boulenger, 1902",accepted,Species,234800,Gymnodraco acuticeps,Perciformes,Bathydraconidae,Gymnodraco,1,0,0,0,NA,2008-01-15T17:27:08Z,7101,0,550,61,S,78,S,NA,NA,NA,NA,NA,NA
8222,Gillichthys mirabilis,-,Gobiidae,long_list,-,-,-,280851,https://www.marinespecies.org/aphia.php?p=taxdetails&id=280851,Gillichthys mirabilis,"Cooper, 1864",accepted,Species,280851,Gillichthys mirabilis,Gobiiformes,Gobiidae,Gillichthys,1,1,0,0,NA,2008-01-15T17:27:08Z,3854,4,NA,42,N,20,N,125,w,106,w,NA,NA
8226,Katsuwonus pelamis,-,Scombridae,long_list,-,-,-,127018,https://www.marinespecies.org/aphia.php?p=taxdetails&id=127018,Katsuwonus pelamis,"(Linnaeus, 1758)",accepted,Species,127018,Katsuwonus pelamis,Scombriformes,Scombridae,Katsuwonus,1,0,0,0,NA,2008-01-15T17:27:08Z,107,0,260,63,N,47,S,180,W,180,E,14.6999998092651,30
8227,Euthynnus affinis,-,Scombridae,long_list,-,-,-,219708,https://www.marinespecies.org/aphia.php?p=taxdetails&id=219708,Euthynnus affinis,"(Cantor, 1849)",accepted,Species,219708,Euthynnus affinis,Scombriformes,Scombridae,Euthynnus,1,0,0,0,NA,2008-01-15T17:27:08Z,96,0,200,35,N,38,S,19,E,137,W,18,29
8228,Euthynnus alletteratus,-,Scombridae,long_list,-,-,-,127017,https://www.marinespecies.org/aphia.php?p=taxdetails&id=127017,Euthynnus alletteratus,"(Rafinesque, 1810)",accepted,Species,127017,Euthynnus alletteratus,Scombriformes,Scombridae,Euthynnus,1,1,0,0,NA,2008-01-15T17:27:08Z,97,1,150,56,N,30,S,92,W,42,E,NA,NA
8230,Sarda orientalis,-,Scombridae,long_list,-,-,-,219713,https://www.marinespecies.org/aphia.php?p=taxdetails&id=219713,Sarda orientalis,"(Temminck & Schlegel, 1844)",accepted,Species,219713,Sarda orientalis,Scombriformes,Scombridae,Sarda,1,0,0,0,NA,2008-01-15T17:27:08Z,114,1,167,43,N,41,S,24,E,77,W,13.5,23
8231,Sarda chiliensis,-,Scombridae,long_list,-,-,-,293729,https://www.marinespecies.org/aphia.php?p=taxdetails&id=293729,Sarda chiliensis,"(Cuvier, 1832)",accepted,Species,293729,Sarda chiliensis,Scombriformes,Scombridae,Sarda,1,0,0,0,NA,2020-09-24T06:35:24Z,113,0,100,60,N,37,S,149,W,70,W,NA,NA
8232,Sarda sarda,-,Scombridae,long_list,-,-,-,127021,https://www.marinespecies.org/aphia.php?p=taxdetails&id=127021,Sarda sarda,"(Bloch, 1793)",accepted,Species,127021,Sarda sarda,Scombriformes,Scombridae,Sarda,1,1,0,0,NA,2008-01-15T17:27:08Z,115,80,200,62,N,40,S,98,W,42,E,12,27
8235,Thunnus alalunga,-,Scombridae,long_list,-,-,-,318151,https://www.marinespecies.org/aphia.php?p=taxdetails&id=318151,Germo alalunga,"(Bonnaterre, 1788)",unaccepted,Species,127026,Thunnus alalunga,Scombriformes,Scombridae,Germo,1,0,0,0,NA,2008-02-28T13:41:07Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8236,Thunnus albacares,-,Scombridae,long_list,-,-,-,127027,https://www.marinespecies.org/aphia.php?p=taxdetails&id=127027,Thunnus albacares,"(Bonnaterre, 1788)",accepted,Species,127027,Thunnus albacares,Scombriformes,Scombridae,Thunnus,1,1,0,0,NA,2008-01-15T17:27:08Z,143,1,1602,50,N,50,S,180,W,180,E,15,31
8237,Thunnus thynnus,-,Scombridae,long_list,-,-,-,127029,https://www.marinespecies.org/aphia.php?p=taxdetails&id=127029,Thunnus thynnus,"(Linnaeus, 1758)",accepted,Species,127029,Thunnus thynnus,Scombriformes,Scombridae,Thunnus,1,1,0,0,NA,2008-01-15T17:27:08Z,147,0,985,69,N,58,S,99,W,42,E,3,30
8238,Thunnus orientalis,-,Scombridae,long_list,-,-,-,273823,https://www.marinespecies.org/aphia.php?p=taxdetails&id=273823,Thunnus orientalis,"(Temminck & Schlegel, 1844)",accepted,Species,273823,Thunnus orientalis,Scombriformes,Scombridae,Thunnus,1,1,0,0,NA,2008-01-15T17:27:08Z,14290,1,550,61,N,52,S,99,E,70,W,NA,NA
8240,Thunnus maccoyii,-,Scombridae,long_list,-,-,-,219720,https://www.marinespecies.org/aphia.php?p=taxdetails&id=219720,Thunnus maccoyii,"(Castelnau, 1872)",accepted,Species,219720,Thunnus maccoyii,Scombriformes,Scombridae,Thunnus,1,0,0,0,NA,2008-01-15T17:27:08Z,145,0,2743,10,S,60,S,180,W,180,E,5,20
8241,Thunnus obesus,-,Scombridae,long_list,in_assembly,-,-,127028,https://www.marinespecies.org/aphia.php?p=taxdetails&id=127028,Thunnus obesus,"(Lowe, 1839)",accepted,Species,127028,Thunnus obesus,Scombriformes,Scombridae,Thunnus,1,0,0,0,NA,2008-01-15T17:27:08Z,146,0,1500,52,N,48,S,180,W,180,E,13,29
8245,Xiphias gladius,-,Xiphiidae,long_list,-,-,-,127094,https://www.marinespecies.org/aphia.php?p=taxdetails&id=127094,Xiphias gladius,"Linnaeus, 1758",accepted,Species,127094,Xiphias gladius,Carangiformes,Xiphiidae,Xiphias,1,0,0,0,NA,2008-01-15T17:27:08Z,226,0,2878,69,N,50,S,180,W,180,E,5,27
8249,Gomphosus varius,-,Labridae,long_list,-,-,-,218975,https://www.marinespecies.org/aphia.php?p=taxdetails&id=218975,Gomphosus varius,"Lacepède, 1801",accepted,Species,218975,Gomphosus varius,Eupercaria incertae sedis,Labridae,Gomphosus,1,0,0,0,NA,2008-01-15T17:27:08Z,5626,0,35,30,N,30,S,43,E,143,W,24,28
8255,Paralichthys olivaceus,-,Paralichthyidae,long_list,-,-,-,275816,https://www.marinespecies.org/aphia.php?p=taxdetails&id=275816,Paralichthys olivaceus,"(Temminck & Schlegel, 1846)",accepted,Species,275816,Paralichthys olivaceus,Pleuronectiformes,Paralichthyidae,Paralichthys,1,0,0,0,NA,2008-01-15T17:27:08Z,1351,10,200,62,N,1,N,99,E,163,E,NA,NA
8258,Limanda ferruginea,-,Pleuronectidae,long_list,-,-,-,1571969,https://www.marinespecies.org/aphia.php?p=taxdetails&id=1571969,Myzopsetta ferruginea,"(Storer, 1839)",accepted,Species,1571969,Myzopsetta ferruginea,Pleuronectiformes,Pleuronectidae,Myzopsetta,1,0,0,0,NA,2022-07-05T08:32:13Z,521,27,364,54,N,37,N,NA,NA,NA,NA,NA,NA
8260,Platichthys flesus,-,Pleuronectidae,long_list,-,-,-,127141,https://www.marinespecies.org/aphia.php?p=taxdetails&id=127141,Platichthys flesus,"(Linnaeus, 1758)",accepted,Species,127141,Platichthys flesus,Pleuronectiformes,Pleuronectidae,Platichthys,1,1,1,0,NA,2008-01-15T17:27:08Z,1341,1,100,72,N,30,N,32,W,45,E,5,25
8262,Pleuronectes platessa,-,Pleuronectidae,long_list,-,-,-,127143,https://www.marinespecies.org/aphia.php?p=taxdetails&id=127143,Pleuronectes platessa,"Linnaeus, 1758",accepted,Species,127143,Pleuronectes platessa,Pleuronectiformes,Pleuronectidae,Pleuronectes,1,1,0,0,NA,2008-01-15T17:27:08Z,1342,0,200,72,N,36,N,47,W,45,E,2,15
8265,Pseudopleuronectes americanus,-,Pleuronectidae,long_list,-,-,-,158885,https://www.marinespecies.org/aphia.php?p=taxdetails&id=158885,Pseudopleuronectes americanus,"(Walbaum, 1792)",accepted,Species,158885,Pseudopleuronectes americanus,Pleuronectiformes,Pleuronectidae,Pseudopleuronectes,1,0,0,0,NA,2008-01-15T17:27:08Z,524,5,143,55,N,31,N,82,W,52,W,NA,NA
8267,Hippoglossus hippoglossus,-,Pleuronectidae,long_list,-,-,-,127138,https://www.marinespecies.org/aphia.php?p=taxdetails&id=127138,Hippoglossus hippoglossus,"(Linnaeus, 1758)",accepted,Species,127138,Hippoglossus hippoglossus,Pleuronectiformes,Pleuronectidae,Hippoglossus,1,0,0,0,NA,2008-01-15T17:27:08Z,1371,50,2000,79,N,36,N,77,W,55,E,NA,NA
8286,Pardachirus pavoninus,-,Soleidae,long_list,-,-,-,278364,https://www.marinespecies.org/aphia.php?p=taxdetails&id=278364,Pardachirus pavoninus,"(Lacepède, 1802)",accepted,Species,278364,Pardachirus pavoninus,Pleuronectiformes,Soleidae,Pardachirus,1,0,0,0,NA,2008-01-15T17:27:08Z,8271,2,40,32,N,32,S,NA,NA,NA,NA,NA,NA
8467,Caretta caretta,-,Cheloniidae,long_list,-,-,-,137205,https://www.marinespecies.org/aphia.php?p=taxdetails&id=137205,Caretta caretta,"(Linnaeus, 1758)",accepted,Species,137205,Caretta caretta,Testudines,Cheloniidae,Caretta,1,NA,NA,NA,NA,2018-09-21T14:00:23Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8469,Chelonia mydas,-,Cheloniidae,long_list,-,-,-,137206,https://www.marinespecies.org/aphia.php?p=taxdetails&id=137206,Chelonia mydas,"(Linnaeus, 1758)",accepted,Species,137206,Chelonia mydas,Testudines,Cheloniidae,Chelonia,1,NA,NA,NA,NA,2019-09-09T20:15:59Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8472,Lepidochelys kempii,-,Cheloniidae,long_list,-,-,-,137208,https://www.marinespecies.org/aphia.php?p=taxdetails&id=137208,Lepidochelys kempii,"Garman, 1880",accepted,Species,137208,Lepidochelys kempii,Testudines,Cheloniidae,Lepidochelys,1,NA,NA,NA,NA,2019-09-16T06:11:02Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8502,Crocodylus porosus,-,Crocodylidae,long_list,-,-,-,344030,https://www.marinespecies.org/aphia.php?p=taxdetails&id=344030,Crocodylus porosus,"Schneider, 1801",accepted,Species,344030,Crocodylus porosus,NA,Crocodylidae,Crocodylus,1,NA,NA,NA,NA,2009-07-01T09:53:39Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8592,Nerodia sipedon,-,Colubridae,long_list,-,-,-,344095,https://www.marinespecies.org/aphia.php?p=taxdetails&id=344095,Nerodia sipedon,"(Linnaeus, 1758)",accepted,Species,344095,Nerodia sipedon,Squamata,Colubridae,Nerodia,1,1,1,NA,NA,2019-09-16T06:11:02Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8628,Laticauda colubrina,-,Elapidae,long_list,-,-,-,344083,https://www.marinespecies.org/aphia.php?p=taxdetails&id=344083,Laticauda colubrina,"(Schneider, 1799)",accepted,Species,344083,Laticauda colubrina,Squamata,Elapidae,Laticauda,1,NA,NA,NA,NA,2019-09-16T06:11:02Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8630,Laticauda laticaudata,-,Elapidae,long_list,-,-,-,344087,https://www.marinespecies.org/aphia.php?p=taxdetails&id=344087,Laticauda laticaudata,"(Linnaeus, 1758)",accepted,Species,344087,Laticauda laticaudata,Squamata,Elapidae,Laticauda,1,NA,NA,NA,NA,2019-09-16T06:11:02Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8631,Laticauda semifasciata,-,Elapidae,long_list,-,-,-,1393155,https://www.marinespecies.org/aphia.php?p=taxdetails&id=1393155,Laticauda semifasciata,"(Reinwardt, 1837)",accepted,Species,1393155,Laticauda semifasciata,Squamata,Elapidae,Laticauda,1,NA,NA,NA,NA,2019-12-16T11:03:22Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8639,Naja haje,-,Elapidae,long_list,-,-,-,1611577,https://www.marinespecies.org/aphia.php?p=taxdetails&id=1611577,Naja haje,"(Linnaeus, 1758)",accepted,Species,1611577,Naja haje,Squamata,Elapidae,Naja,1,1,0,1,NA,2022-11-22T09:41:26Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8676,Hydrophis peronii,-,Elapidae,long_list,-,-,-,1377407,https://www.marinespecies.org/aphia.php?p=taxdetails&id=1377407,Hydrophis peronii,"(Duméril, 1853)",accepted,Species,1377407,Hydrophis peronii,Squamata,Elapidae,Hydrophis,1,NA,NA,NA,NA,2019-09-16T06:11:02Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8678,Aipysurus laevis,-,Elapidae,long_list,-,-,-,344638,https://www.marinespecies.org/aphia.php?p=taxdetails&id=344638,Aipysurus laevis,"Lacépède, 1804",accepted,Species,344638,Aipysurus laevis,Squamata,Elapidae,Aipysurus,1,NA,NA,NA,NA,2009-07-01T09:53:39Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8682,Hydrophis schistosus,-,Elapidae,long_list,-,-,-,1377440,https://www.marinespecies.org/aphia.php?p=taxdetails&id=1377440,Hydrophis schistosus,"Daudin, 1803",accepted,Species,1377440,Hydrophis schistosus,Squamata,Elapidae,Hydrophis,1,NA,NA,NA,NA,2019-09-16T06:11:02Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8684,Hydrophis lapemoides,-,Elapidae,long_list,-,-,-,344062,https://www.marinespecies.org/aphia.php?p=taxdetails&id=344062,Hydrophis lapemoides,"(Gray, 1849)",accepted,Species,344062,Hydrophis lapemoides,Squamata,Elapidae,Hydrophis,1,NA,NA,NA,NA,2019-09-16T06:11:02Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8685,Hydrophis ornatus,-,Elapidae,long_list,-,-,-,344069,https://www.marinespecies.org/aphia.php?p=taxdetails&id=344069,Hydrophis ornatus,"(Gray, 1842)",accepted,Species,344069,Hydrophis ornatus,Squamata,Elapidae,Hydrophis,1,NA,NA,NA,NA,2019-09-16T06:11:02Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8686,Hydrophis cyanocinctus,-,Elapidae,long_list,-,-,-,344055,https://www.marinespecies.org/aphia.php?p=taxdetails&id=344055,Hydrophis cyanocinctus,"Daudin, 1803",accepted,Species,344055,Hydrophis cyanocinctus,Squamata,Elapidae,Hydrophis,1,NA,NA,NA,NA,2009-06-30T06:57:17Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8688,Hydrophis platurus,-,Elapidae,long_list,-,-,-,1476906,https://www.marinespecies.org/aphia.php?p=taxdetails&id=1476906,Hydrophis platurus,"(Linnaeus, 1766)",accepted,Species,1476906,Hydrophis platurus,Squamata,Elapidae,Hydrophis,1,NA,NA,NA,NA,2021-01-16T13:20:51Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8781,Lapemis hardwickii,-,Elapidae,long_list,-,-,-,344081,https://www.marinespecies.org/aphia.php?p=taxdetails&id=344081,Lapemis hardwickii,"Gray, 1834",accepted,Species,344081,Lapemis hardwickii,Squamata,Elapidae,Lapemis,1,NA,NA,NA,NA,2009-06-30T06:57:17Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8832,Aix galericulata,-,Anatidae,long_list,-,-,-,416679,https://www.marinespecies.org/aphia.php?p=taxdetails&id=416679,Aix galericulata,"(Linnaeus, 1758)",accepted,Species,416679,Aix galericulata,Anseriformes,Anatidae,Aix,1,NA,NA,1,NA,2011-04-27T09:01:37Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8837,Anas capensis,-,Anatidae,long_list,-,-,-,212711,https://www.marinespecies.org/aphia.php?p=taxdetails&id=212711,Anas capensis,"Gmelin, 1789",accepted,Species,212711,Anas capensis,Anseriformes,Anatidae,Anas,1,1,1,1,NA,2011-04-08T06:18:06Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8839,Anas platyrhynchos,-,Anatidae,long_list,-,-,-,148791,https://www.marinespecies.org/aphia.php?p=taxdetails&id=148791,Anas platyrhynchos,"Linnaeus, 1758",accepted,Species,148791,Anas platyrhynchos,Anseriformes,Anatidae,Anas,1,1,1,1,NA,2011-04-08T06:18:06Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8843,Anser anser,-,Anatidae,long_list,-,-,-,416682,https://www.marinespecies.org/aphia.php?p=taxdetails&id=416682,Anser anser,"(Linnaeus, 1758)",accepted,Species,416682,Anser anser,Anseriformes,Anatidae,Anser,1,1,1,1,NA,2011-04-08T06:18:06Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8871,Dendrocygna arborea,-,Anatidae,long_list,-,-,-,422568,https://www.marinespecies.org/aphia.php?p=taxdetails&id=422568,Dendrocygna arborea,"(Linnaeus, 1758)",accepted,Species,422568,Dendrocygna arborea,Anseriformes,Anatidae,Dendrocygna,1,1,1,1,NA,2011-04-08T06:18:06Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8879,Mergus serrator,-,Anatidae,long_list,-,-,-,159098,https://www.marinespecies.org/aphia.php?p=taxdetails&id=159098,Mergus serrator,"Linnaeus, 1758",accepted,Species,159098,Mergus serrator,Anseriformes,Anatidae,Mergus,1,NA,1,1,NA,2011-04-08T06:18:06Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8880,Mergus merganser,-,Anatidae,long_list,-,-,-,159097,https://www.marinespecies.org/aphia.php?p=taxdetails&id=159097,Mergus merganser,"Linnaeus, 1758",accepted,Species,159097,Mergus merganser,Anseriformes,Anatidae,Mergus,1,1,1,1,NA,2011-04-08T06:18:06Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
