ncbi_taxon_id,species,subspecies,family_x,target_list_status,sequencing_status,synonym,publication_id,aphia_id,url,scientificname,authority,status,rank,valid_AphiaID,valid_name,order,family_y,genus,isMarine,isBrackish,isFreshwater,isTerrestrial,isExtinct,modified
316146,Peprilus medius,-,Stromateidae,long_list,-,-,-,276561.0,https://www.marinespecies.org/aphia.php?p=taxdetails&id=276561,Peprilus medius,"(Peters, 1869)",accepted,Species,276561.0,Peprilus medius,Scombriformes,Stromateidae,Peprilus,1.0,0.0,0.0,0.0,,2008-01-15T17:27:08.177Z
880343,Peprilus paru,-,Stromateidae,long_list,-,-,-,159827.0,https://www.marinespecies.org/aphia.php?p=taxdetails&id=159827,Peprilus paru,"(Linnaeus, 1758)",accepted,Species,159827.0,Peprilus paru,Scombriformes,Stromateidae,Peprilus,1.0,1.0,0.0,0.0,,2008-01-15T17:27:08.177Z
320412,Peprilus simillimus,-,Stromateidae,long_list,-,-,-,276563.0,https://www.marinespecies.org/aphia.php?p=taxdetails&id=276563,Peprilus simillimus,"(Ayres, 1860)",accepted,Species,276563.0,Peprilus simillimus,Scombriformes,Stromateidae,Peprilus,1.0,0.0,0.0,0.0,,2008-01-15T17:27:08.177Z
2039246,Peprilus snyderi,-,Stromateidae,long_list,-,-,-,276564.0,https://www.marinespecies.org/aphia.php?p=taxdetails&id=276564,Peprilus snyderi,"Gilbert & Starks, 1904",accepted,Species,276564.0,Peprilus snyderi,Scombriformes,Stromateidae,Peprilus,1.0,0.0,0.0,0.0,,2008-01-15T17:27:08.177Z
183653,Peprilus triacanthus,-,Stromateidae,long_list,-,-,-,159828.0,https://www.marinespecies.org/aphia.php?p=taxdetails&id=159828,Peprilus triacanthus,"(Peck, 1804)",accepted,Species,159828.0,Peprilus triacanthus,Scombriformes,Stromateidae,Peprilus,1.0,1.0,0.0,0.0,,2008-01-15T17:27:08.177Z
1763627,Peprilus xanthurus,-,Stromateidae,long_list,-,-,-,1043420.0,https://www.marinespecies.org/aphia.php?p=taxdetails&id=1043420,Peprilus xanthurus,"(Quoy & Gaimard, 1825)",accepted,Species,1043420.0,Peprilus xanthurus,Scombriformes,Stromateidae,Peprilus,1.0,0.0,0.0,0.0,,2017-11-08T08:07:26.557Z
458611,Stromateus brasiliensis,-,Stromateidae,long_list,-,-,-,273998.0,https://www.marinespecies.org/aphia.php?p=taxdetails&id=273998,Stromateus brasiliensis,"Fowler, 1906",accepted,Species,273998.0,Stromateus brasiliensis,Scombriformes,Stromateidae,Stromateus,1.0,0.0,0.0,0.0,,2008-01-15T17:27:08.177Z
490288,Stromateus fiatola,-,Stromateidae,long_list,-,-,-,127076.0,https://www.marinespecies.org/aphia.php?p=taxdetails&id=127076,Stromateus fiatola,"Linnaeus, 1758",accepted,Species,127076.0,Stromateus fiatola,Scombriformes,Stromateidae,Stromateus,1.0,0.0,0.0,0.0,,2008-01-15T17:27:08.177Z
316147,Stromateus stellatus,-,Stromateidae,long_list,-,-,-,273999.0,https://www.marinespecies.org/aphia.php?p=taxdetails&id=273999,Stromateus stellatus,"Cuvier, 1829",accepted,Species,273999.0,Stromateus stellatus,Scombriformes,Stromateidae,Stromateus,1.0,0.0,0.0,0.0,,2008-01-15T17:27:08.177Z
2291620,Choridactylus multibarbus,-,Synanceiidae,long_list,-,-,-,212573.0,https://www.marinespecies.org/aphia.php?p=taxdetails&id=212573,Choridactylus multibarbus,"Richardson, 1848",accepted,Species,212573.0,Choridactylus multibarbus,Perciformes,Synanceiidae,Choridactylus,1.0,0.0,0.0,0.0,,2008-01-15T17:27:08.177Z
1003944,Choridactylus natalensis,-,Synanceiidae,long_list,-,-,-,212572.0,https://www.marinespecies.org/aphia.php?p=taxdetails&id=212572,Choridactylus natalensis,"(Gilchrist, 1902)",accepted,Species,212572.0,Choridactylus natalensis,Perciformes,Synanceiidae,Choridactylus,1.0,0.0,0.0,0.0,,2008-01-15T17:27:08.177Z
2202286,Erosa erosa,-,Synanceiidae,long_list,-,-,-,280708.0,https://www.marinespecies.org/aphia.php?p=taxdetails&id=280708,Erosa erosa,"(Cuvier, 1829)",accepted,Species,280708.0,Erosa erosa,Perciformes,Synanceiidae,Erosa,1.0,0.0,0.0,0.0,,2008-01-15T17:27:08.177Z
2578294,Inimicus caledonicus,-,Synanceiidae,long_list,-,-,-,212581.0,https://www.marinespecies.org/aphia.php?p=taxdetails&id=212581,Inimicus caledonicus,"(Sauvage, 1878)",accepted,Species,212581.0,Inimicus caledonicus,Perciformes,Synanceiidae,Inimicus,1.0,0.0,0.0,0.0,,2008-01-15T17:27:08.177Z
2012923,Inimicus cuvieri,-,Synanceiidae,long_list,-,-,-,212578.0,https://www.marinespecies.org/aphia.php?p=taxdetails&id=212578,Inimicus cuvieri,"(Gray, 1835)",accepted,Species,212578.0,Inimicus cuvieri,Perciformes,Synanceiidae,Inimicus,1.0,0.0,0.0,0.0,,2008-01-15T17:27:08.177Z
1916759,Inimicus didactylus,-,Synanceiidae,long_list,-,-,-,212580.0,https://www.marinespecies.org/aphia.php?p=taxdetails&id=212580,Inimicus didactylus,"(Pallas, 1769)",accepted,Species,212580.0,Inimicus didactylus,Perciformes,Synanceiidae,Inimicus,1.0,1.0,0.0,0.0,,2008-01-15T17:27:08.177Z
2067699,Inimicus filamentosus,-,Synanceiidae,long_list,-,-,-,212575.0,https://www.marinespecies.org/aphia.php?p=taxdetails&id=212575,Inimicus filamentosus,"(Cuvier, 1829)",accepted,Species,212575.0,Inimicus filamentosus,Perciformes,Synanceiidae,Inimicus,1.0,0.0,0.0,0.0,,2008-01-15T17:27:08.177Z
652442,Inimicus japonicus,-,Synanceiidae,long_list,-,-,-,212577.0,https://www.marinespecies.org/aphia.php?p=taxdetails&id=212577,Inimicus japonicus,"(Cuvier, 1829)",accepted,Species,212577.0,Inimicus japonicus,Perciformes,Synanceiidae,Inimicus,1.0,0.0,0.0,0.0,,2008-01-15T17:27:08.177Z
390343,Inimicus sinensis,-,Synanceiidae,long_list,-,-,-,212579.0,https://www.marinespecies.org/aphia.php?p=taxdetails&id=212579,Inimicus sinensis,"(Valenciennes, 1833)",accepted,Species,212579.0,Inimicus sinensis,Perciformes,Synanceiidae,Inimicus,1.0,0.0,0.0,0.0,,2008-01-15T17:27:08.177Z
1609292,Minous coccineus,-,Synanceiidae,long_list,-,-,-,215617.0,https://www.marinespecies.org/aphia.php?p=taxdetails&id=215617,Minous coccineus,"Alcock, 1890",accepted,Species,215617.0,Minous coccineus,Perciformes,Synanceiidae,Minous,1.0,0.0,0.0,0.0,,2008-01-15T17:27:08.177Z
1188026,Minous inermis,-,Synanceiidae,long_list,-,-,-,215616.0,https://www.marinespecies.org/aphia.php?p=taxdetails&id=215616,Minous inermis,"Alcock, 1889",accepted,Species,215616.0,Minous inermis,Perciformes,Synanceiidae,Minous,1.0,0.0,0.0,0.0,,2008-01-15T17:27:08.177Z
626227,Minous monodactylus,-,Synanceiidae,long_list,-,-,-,215615.0,https://www.marinespecies.org/aphia.php?p=taxdetails&id=215615,Minous monodactylus,"(Bloch & Schneider, 1801)",accepted,Species,215615.0,Minous monodactylus,Perciformes,Synanceiidae,Minous,1.0,0.0,0.0,0.0,,2008-01-15T17:27:08.177Z
1585503,Minous pictus,-,Synanceiidae,long_list,-,-,-,277743.0,https://www.marinespecies.org/aphia.php?p=taxdetails&id=277743,Minous pictus,"Günther, 1880",accepted,Species,277743.0,Minous pictus,Perciformes,Synanceiidae,Minous,1.0,0.0,0.0,0.0,,2008-01-15T17:27:08.177Z
2608445,Minous pusillus,-,Synanceiidae,long_list,-,-,-,277744.0,https://www.marinespecies.org/aphia.php?p=taxdetails&id=277744,Minous pusillus,"Temminck & Schlegel, 1843",accepted,Species,277744.0,Minous pusillus,Perciformes,Synanceiidae,Minous,1.0,0.0,0.0,0.0,,2008-01-15T17:27:08.177Z
1585504,Minous quincarinatus,-,Synanceiidae,long_list,-,-,-,277745.0,https://www.marinespecies.org/aphia.php?p=taxdetails&id=277745,Minous quincarinatus,"(Fowler, 1943)",accepted,Species,277745.0,Minous quincarinatus,Perciformes,Synanceiidae,Minous,1.0,0.0,0.0,0.0,,2008-01-15T17:27:08.177Z
2768247,Minous trachycephalus,-,Synanceiidae,long_list,-,-,-,215614.0,https://www.marinespecies.org/aphia.php?p=taxdetails&id=215614,Minous trachycephalus,"(Bleeker, 1855)",accepted,Species,215614.0,Minous trachycephalus,Perciformes,Synanceiidae,Minous,1.0,0.0,0.0,0.0,,2013-01-08T10:48:02.203Z
2578302,Minous versicolor,-,Synanceiidae,long_list,-,-,-,277747.0,https://www.marinespecies.org/aphia.php?p=taxdetails&id=277747,Minous versicolor,"Ogilby, 1910",accepted,Species,277747.0,Minous versicolor,Perciformes,Synanceiidae,Minous,1.0,0.0,0.0,0.0,,2008-01-15T17:27:08.177Z
13279,Synanceia horrida,-,Synanceiidae,long_list,-,-,-,276862.0,https://www.marinespecies.org/aphia.php?p=taxdetails&id=276862,Synanceia horrida,"(Linnaeus, 1766)",accepted,Species,276862.0,Synanceia horrida,Perciformes,Synanceiidae,Synanceia,1.0,1.0,0.0,0.0,,2008-01-15T17:27:08.177Z
51996,Synanceia verrucosa,-,Synanceiidae,long_list,-,-,-,215627.0,https://www.marinespecies.org/aphia.php?p=taxdetails&id=215627,Synanceia verrucosa,"Bloch & Schneider, 1801",accepted,Species,215627.0,Synanceia verrucosa,Perciformes,Synanceiidae,Synanceia,1.0,0.0,0.0,0.0,,2008-01-15T17:27:08.177Z
2047810,Trachicephalus uranoscopus,-,Synanceiidae,long_list,-,-,-,283026.0,https://www.marinespecies.org/aphia.php?p=taxdetails&id=283026,Trachicephalus uranoscopus,"(Bloch & Schneider, 1801)",accepted,Species,283026.0,Trachicephalus uranoscopus,Perciformes,Synanceiidae,Trachicephalus,1.0,1.0,0.0,0.0,,2008-01-15T17:27:08.177Z
1003680,Ablabys binotatus,-,Tetrarogidae,long_list,-,-,-,221448.0,https://www.marinespecies.org/aphia.php?p=taxdetails&id=221448,Ablabys binotatus,"(Peters, 1855)",accepted,Species,221448.0,Ablabys binotatus,Perciformes,Tetrarogidae,Ablabys,1.0,0.0,0.0,0.0,,2008-01-15T17:27:08.177Z
2748614,Ablabys gymnothorax,-,Tetrarogidae,long_list,-,-,-,1524315.0,https://www.marinespecies.org/aphia.php?p=taxdetails&id=1524315,Ablabys gymnothorax,"Chungthanawong & Motomura, 2018",accepted,Species,1524315.0,Ablabys gymnothorax,Perciformes,Tetrarogidae,Ablabys,1.0,0.0,0.0,0.0,,2021-08-03T11:18:10.580Z
1923884,Ablabys macracanthus,-,Tetrarogidae,long_list,-,-,-,278867.0,https://www.marinespecies.org/aphia.php?p=taxdetails&id=278867,Ablabys macracanthus,"(Bleeker, 1852)",accepted,Species,278867.0,Ablabys macracanthus,Perciformes,Tetrarogidae,Ablabys,1.0,0.0,0.0,0.0,,2008-01-15T17:27:08.177Z
1604563,Ablabys taenianotus,-,Tetrarogidae,long_list,-,-,-,221449.0,https://www.marinespecies.org/aphia.php?p=taxdetails&id=221449,Ablabys taenianotus,"(Cuvier, 1829)",accepted,Species,221449.0,Ablabys taenianotus,Perciformes,Tetrarogidae,Ablabys,1.0,0.0,0.0,0.0,,2008-01-15T17:27:08.177Z
390307,Centropogon australis,-,Tetrarogidae,long_list,-,-,-,280056.0,https://www.marinespecies.org/aphia.php?p=taxdetails&id=280056,Centropogon australis,"(White, 1790)",accepted,Species,280056.0,Centropogon australis,Perciformes,Tetrarogidae,Centropogon,1.0,1.0,0.0,0.0,,2008-01-15T17:27:08.177Z
1311540,Coccotropsis gymnoderma,-,Tetrarogidae,long_list,-,-,-,209278.0,https://www.marinespecies.org/aphia.php?p=taxdetails&id=209278,Coccotropsis gymnoderma,"(Gilchrist, 1906)",accepted,Species,209278.0,Coccotropsis gymnoderma,Perciformes,Tetrarogidae,Coccotropsis,1.0,0.0,0.0,0.0,,2008-01-15T17:27:08.177Z
1604639,Cottapistus cottoides,-,Tetrarogidae,long_list,-,-,-,280404.0,https://www.marinespecies.org/aphia.php?p=taxdetails&id=280404,Cottapistus cottoides,"(Linnaeus, 1758)",accepted,Species,280404.0,Cottapistus cottoides,Perciformes,Tetrarogidae,Cottapistus,1.0,0.0,0.0,0.0,,2008-01-15T17:27:08.177Z
1680625,Glyptauchen panduratus,-,Tetrarogidae,long_list,-,-,-,280877.0,https://www.marinespecies.org/aphia.php?p=taxdetails&id=280877,Glyptauchen panduratus,"(Richardson, 1850)",accepted,Species,280877.0,Glyptauchen panduratus,Perciformes,Tetrarogidae,Glyptauchen,1.0,0.0,0.0,0.0,,2008-01-15T17:27:08.177Z
274718,Gymnapistes marmoratus,-,Tetrarogidae,long_list,-,-,-,280952.0,https://www.marinespecies.org/aphia.php?p=taxdetails&id=280952,Gymnapistes marmoratus,"(Cuvier, 1829)",accepted,Species,280952.0,Gymnapistes marmoratus,Perciformes,Tetrarogidae,Gymnapistes,1.0,1.0,0.0,0.0,,2008-01-15T17:27:08.177Z
2578387,Liocranium pleurostigma,-,Tetrarogidae,long_list,-,-,-,398449.0,https://www.marinespecies.org/aphia.php?p=taxdetails&id=398449,Liocranium pleurostigma,"(Weber, 1913)",accepted,Species,398449.0,Liocranium pleurostigma,Perciformes,Tetrarogidae,Liocranium,1.0,0.0,0.0,0.0,,2009-06-10T14:51:32.417Z
2578388,Liocranium praepositum,-,Tetrarogidae,long_list,-,-,-,281361.0,https://www.marinespecies.org/aphia.php?p=taxdetails&id=281361,Liocranium praepositum,"Ogilby, 1903",accepted,Species,281361.0,Liocranium praepositum,Perciformes,Tetrarogidae,Liocranium,1.0,0.0,0.0,0.0,,2008-01-15T17:27:08.177Z
1188038,Neocentropogon aeglefinus,-,Tetrarogidae,long_list,-,-,-,278571.0,https://www.marinespecies.org/aphia.php?p=taxdetails&id=278571,Neocentropogon aeglefinus,"(Weber, 1913)",accepted,Species,278571.0,Neocentropogon aeglefinus,Perciformes,Tetrarogidae,Neocentropogon,1.0,0.0,0.0,0.0,,2008-01-15T17:27:08.177Z
1585610,Neocentropogon japonicus,-,Tetrarogidae,long_list,-,-,-,278573.0,https://www.marinespecies.org/aphia.php?p=taxdetails&id=278573,Neocentropogon japonicus,"Matsubara, 1943",accepted,Species,278573.0,Neocentropogon japonicus,Perciformes,Tetrarogidae,Neocentropogon,1.0,0.0,0.0,0.0,,2008-01-15T17:27:08.177Z
2057042,Neocentropogon trimaculatus,-,Tetrarogidae,long_list,-,-,-,278575.0,https://www.marinespecies.org/aphia.php?p=taxdetails&id=278575,Neocentropogon trimaculatus,"Chan, 1966",accepted,Species,278575.0,Neocentropogon trimaculatus,Perciformes,Tetrarogidae,Neocentropogon,1.0,0.0,0.0,0.0,,2008-01-15T17:27:08.177Z
2057080,Neovespicula depressifrons,-,Tetrarogidae,long_list,-,-,-,281731.0,https://www.marinespecies.org/aphia.php?p=taxdetails&id=281731,Neovespicula depressifrons,"(Richardson, 1848)",accepted,Species,281731.0,Neovespicula depressifrons,Perciformes,Tetrarogidae,Neovespicula,1.0,1.0,1.0,0.0,,2008-01-15T17:27:08.177Z
390354,Notesthes robusta,-,Tetrarogidae,long_list,-,-,-,281773.0,https://www.marinespecies.org/aphia.php?p=taxdetails&id=281773,Notesthes robusta,"(Günther, 1860)",accepted,Species,281773.0,Notesthes robusta,Perciformes,Tetrarogidae,Notesthes,1.0,1.0,1.0,0.0,,2008-01-15T17:27:08.177Z
1604635,Ocosia fasciata,-,Tetrarogidae,long_list,-,-,-,281804.0,https://www.marinespecies.org/aphia.php?p=taxdetails&id=281804,Ocosia fasciata,"Matsubara, 1943",accepted,Species,281804.0,Ocosia fasciata,Perciformes,Tetrarogidae,Ocosia,1.0,0.0,0.0,0.0,,2008-01-15T17:27:08.177Z
3040424,Ocosia zaspilota,-,Tetrarogidae,long_list,-,-,-,281809.0,https://www.marinespecies.org/aphia.php?p=taxdetails&id=281809,Ocosia zaspilota,"Poss & Eschmeyer, 1975",accepted,Species,281809.0,Ocosia zaspilota,Perciformes,Tetrarogidae,Ocosia,1.0,0.0,0.0,0.0,,2008-01-15T17:27:08.177Z
2013017,Paracentropogon longispinis,-,Tetrarogidae,long_list,-,-,-,277236.0,https://www.marinespecies.org/aphia.php?p=taxdetails&id=277236,Paracentropogon longispinis,"(Cuvier, 1829)",accepted,Species,277236.0,Paracentropogon longispinis,Perciformes,Tetrarogidae,Paracentropogon,1.0,0.0,0.0,0.0,,2008-01-15T17:27:08.177Z
1502869,Paracentropogon rubripinnis,-,Tetrarogidae,long_list,-,-,-,277237.0,https://www.marinespecies.org/aphia.php?p=taxdetails&id=277237,Paracentropogon rubripinnis,"(Temminck & Schlegel, 1843)",accepted,Species,277237.0,Paracentropogon rubripinnis,Perciformes,Tetrarogidae,Paracentropogon,1.0,0.0,0.0,0.0,,2008-01-15T17:27:08.177Z
1604637,Richardsonichthys leucogaster,-,Tetrarogidae,long_list,-,-,-,215623.0,https://www.marinespecies.org/aphia.php?p=taxdetails&id=215623,Richardsonichthys leucogaster,"(Richardson, 1848)",accepted,Species,215623.0,Richardsonichthys leucogaster,Perciformes,Tetrarogidae,Richardsonichthys,1.0,0.0,0.0,0.0,,2008-01-15T17:27:08.177Z
1723706,Snyderina guentheri,-,Tetrarogidae,long_list,-,-,-,282818.0,https://www.marinespecies.org/aphia.php?p=taxdetails&id=282818,Snyderina guentheri,"(Boulenger, 1889)",accepted,Species,282818.0,Snyderina guentheri,Perciformes,Tetrarogidae,Snyderina,1.0,0.0,0.0,0.0,,2008-01-15T17:27:08.177Z
1414526,Snyderina yamanokami,-,Tetrarogidae,long_list,-,-,-,282819.0,https://www.marinespecies.org/aphia.php?p=taxdetails&id=282819,Snyderina yamanokami,"Jordan & Starks, 1901",accepted,Species,282819.0,Snyderina yamanokami,Perciformes,Tetrarogidae,Snyderina,1.0,0.0,0.0,0.0,,2008-01-15T17:27:08.177Z
1522441,Tetraroge barbata,-,Tetrarogidae,long_list,-,-,-,282946.0,https://www.marinespecies.org/aphia.php?p=taxdetails&id=282946,Tetraroge barbata,"(Cuvier, 1829)",accepted,Species,282946.0,Tetraroge barbata,Perciformes,Tetrarogidae,Tetraroge,1.0,1.0,1.0,0.0,,2008-01-15T17:27:08.177Z
94984,Echiichthys vipera,-,Trachinidae,long_list,-,-,-,150630.0,https://www.marinespecies.org/aphia.php?p=taxdetails&id=150630,Echiichthys vipera,"(Cuvier, 1829)",accepted,Species,150630.0,Echiichthys vipera,Perciformes,Trachinidae,Echiichthys,1.0,0.0,0.0,0.0,,2008-01-15T17:27:08.177Z
1426793,Trachinus araneus,-,Trachinidae,long_list,-,-,-,127081.0,https://www.marinespecies.org/aphia.php?p=taxdetails&id=127081,Trachinus araneus,"Cuvier, 1829",accepted,Species,127081.0,Trachinus araneus,Perciformes,Trachinidae,Trachinus,1.0,0.0,0.0,0.0,,2008-01-15T17:27:08.177Z
390380,Trachinus collignoni,-,Trachinidae,long_list,-,-,-,274004.0,https://www.marinespecies.org/aphia.php?p=taxdetails&id=274004,Trachinus collignoni,"Roux, 1957",accepted,Species,274004.0,Trachinus collignoni,Perciformes,Trachinidae,Trachinus,1.0,0.0,0.0,0.0,,2008-01-15T17:27:08.177Z
56737,Trachinus draco,-,Trachinidae,long_list,-,-,-,127082.0,https://www.marinespecies.org/aphia.php?p=taxdetails&id=127082,Trachinus draco,"Linnaeus, 1758",accepted,Species,127082.0,Trachinus draco,Perciformes,Trachinidae,Trachinus,1.0,0.0,0.0,0.0,,2008-01-15T17:27:08.177Z
349662,Trachinus radiatus,-,Trachinidae,long_list,-,-,-,127083.0,https://www.marinespecies.org/aphia.php?p=taxdetails&id=127083,Trachinus radiatus,"Cuvier, 1829",accepted,Species,127083.0,Trachinus radiatus,Perciformes,Trachinidae,Trachinus,1.0,0.0,0.0,0.0,,2008-01-15T17:27:08.177Z
148607,Arctoscopus japonicus,-,Trichodontidae,long_list,-,-,-,279686.0,https://www.marinespecies.org/aphia.php?p=taxdetails&id=279686,Arctoscopus japonicus,"(Steindachner, 1881)",accepted,Species,279686.0,Arctoscopus japonicus,Perciformes,Trichodontidae,Arctoscopus,1.0,0.0,0.0,0.0,,2008-01-15T17:27:08.177Z
209541,Trichodon trichodon,-,Trichodontidae,long_list,-,-,-,283043.0,https://www.marinespecies.org/aphia.php?p=taxdetails&id=283043,Trichodon trichodon,"(Tilesius, 1813)",accepted,Species,283043.0,Trichodon trichodon,Perciformes,Trichodontidae,Trichodon,1.0,0.0,0.0,0.0,,2008-01-15T17:27:08.177Z
2968526,Bellator brachychir,-,Triglidae,long_list,-,-,-,276271.0,https://www.marinespecies.org/aphia.php?p=taxdetails&id=276271,Bellator brachychir,"(Regan, 1914)",accepted,Species,276271.0,Bellator brachychir,Perciformes,Triglidae,Bellator,1.0,1.0,0.0,0.0,,2008-01-15T17:27:08.177Z
1536606,Bellator egretta,-,Triglidae,long_list,-,-,-,276272.0,https://www.marinespecies.org/aphia.php?p=taxdetails&id=276272,Bellator egretta,"(Goode & Bean, 1896)",accepted,Species,276272.0,Bellator egretta,Perciformes,Triglidae,Bellator,1.0,1.0,0.0,0.0,,2008-01-15T17:27:08.177Z
1897793,Bellator gymnostethus,-,Triglidae,long_list,-,-,-,276274.0,https://www.marinespecies.org/aphia.php?p=taxdetails&id=276274,Bellator gymnostethus,"(Gilbert, 1892)",accepted,Species,276274.0,Bellator gymnostethus,Perciformes,Triglidae,Bellator,1.0,0.0,0.0,0.0,,2008-01-15T17:27:08.177Z
1897794,Bellator loxias,-,Triglidae,long_list,-,-,-,276275.0,https://www.marinespecies.org/aphia.php?p=taxdetails&id=276275,Bellator loxias,"(Jordan, 1897)",accepted,Species,276275.0,Bellator loxias,Perciformes,Triglidae,Bellator,1.0,0.0,0.0,0.0,,2008-01-15T17:27:08.177Z
1311416,Bellator militaris,-,Triglidae,long_list,-,-,-,159568.0,https://www.marinespecies.org/aphia.php?p=taxdetails&id=159568,Bellator militaris,"(Goode & Bean, 1896)",accepted,Species,159568.0,Bellator militaris,Perciformes,Triglidae,Bellator,1.0,1.0,0.0,0.0,,2008-01-15T17:27:08.177Z
875785,Bellator xenisma,-,Triglidae,long_list,-,-,-,276277.0,https://www.marinespecies.org/aphia.php?p=taxdetails&id=276277,Bellator xenisma,"(Jordan & Bollman, 1890)",accepted,Species,276277.0,Bellator xenisma,Perciformes,Triglidae,Bellator,1.0,0.0,0.0,0.0,,2008-01-15T17:27:08.177Z
2608473,Bovitrigla acanthomoplate,-,Triglidae,long_list,-,-,-,316710.0,https://www.marinespecies.org/aphia.php?p=taxdetails&id=316710,Bovitrigla acanthomoplate,"Fowler, 1938",accepted,Species,316710.0,Bovitrigla acanthomoplate,Perciformes,Triglidae,Bovitrigla,1.0,0.0,0.0,0.0,,2013-01-08T11:20:45.073Z
651718,Chelidonichthys capensis,-,Triglidae,long_list,-,-,-,218120.0,https://www.marinespecies.org/aphia.php?p=taxdetails&id=218120,Chelidonichthys capensis,"(Cuvier, 1829)",accepted,Species,218120.0,Chelidonichthys capensis,Perciformes,Triglidae,Chelidonichthys,1.0,0.0,0.0,0.0,,2008-01-15T17:27:08.177Z
426094,Chelidonichthys cuculus,-,Triglidae,long_list,-,-,-,127259.0,https://www.marinespecies.org/aphia.php?p=taxdetails&id=127259,Chelidonichthys cuculus,"(Linnaeus, 1758)",accepted,Species,127259.0,Chelidonichthys cuculus,Perciformes,Triglidae,Chelidonichthys,1.0,0.0,0.0,0.0,,2010-10-15T12:49:20.013Z
334942,Chelidonichthys kumu,-,Triglidae,long_list,-,-,-,218122.0,https://www.marinespecies.org/aphia.php?p=taxdetails&id=218122,Chelidonichthys kumu,"(Cuvier, 1829)",accepted,Species,218122.0,Chelidonichthys kumu,Perciformes,Triglidae,Chelidonichthys,1.0,1.0,0.0,0.0,,2008-01-15T17:27:08.177Z
426095,Chelidonichthys lastoviza,-,Triglidae,long_list,-,-,-,127261.0,https://www.marinespecies.org/aphia.php?p=taxdetails&id=127261,Chelidonichthys lastoviza,"(Bonnaterre, 1788)",accepted,Species,127261.0,Chelidonichthys lastoviza,Perciformes,Triglidae,Chelidonichthys,1.0,0.0,0.0,0.0,,2017-11-15T19:17:25.063Z
2576622,Chelidonichthys lucerna,-,Triglidae,long_list,-,-,-,127262.0,https://www.marinespecies.org/aphia.php?p=taxdetails&id=127262,Chelidonichthys lucerna,"(Linnaeus, 1758)",accepted,Species,127262.0,Chelidonichthys lucerna,Perciformes,Triglidae,Chelidonichthys,1.0,0.0,0.0,0.0,,2013-01-08T11:20:45.073Z
349663,Chelidonichthys obscurus,-,Triglidae,long_list,-,-,-,127263.0,https://www.marinespecies.org/aphia.php?p=taxdetails&id=127263,Chelidonichthys obscurus,"(Walbaum, 1792)",accepted,Species,127263.0,Chelidonichthys obscurus,Perciformes,Triglidae,Chelidonichthys,1.0,0.0,0.0,0.0,,2010-05-06T12:14:18.327Z
1003709,Chelidonichthys queketti,-,Triglidae,long_list,-,-,-,218121.0,https://www.marinespecies.org/aphia.php?p=taxdetails&id=218121,Chelidonichthys queketti,"(Regan, 1904)",accepted,Species,218121.0,Chelidonichthys queketti,Perciformes,Triglidae,Chelidonichthys,1.0,0.0,0.0,0.0,,2008-01-15T17:27:08.177Z
450224,Chelidonichthys spinosus,-,Triglidae,long_list,-,-,-,274878.0,https://www.marinespecies.org/aphia.php?p=taxdetails&id=274878,Chelidonichthys spinosus,"(McClelland, 1844)",accepted,Species,274878.0,Chelidonichthys spinosus,Perciformes,Triglidae,Chelidonichthys,1.0,0.0,0.0,0.0,,2008-01-15T17:27:08.177Z
426098,Eutrigla gurnardus,-,Triglidae,long_list,-,-,-,150637.0,https://www.marinespecies.org/aphia.php?p=taxdetails&id=150637,Eutrigla gurnardus,"(Linnaeus, 1758)",accepted,Species,150637.0,Eutrigla gurnardus,Perciformes,Triglidae,Eutrigla,1.0,1.0,0.0,0.0,,2008-01-15T17:27:08.177Z
868563,Lepidotrigla abyssalis,-,Triglidae,long_list,-,-,-,274879.0,https://www.marinespecies.org/aphia.php?p=taxdetails&id=274879,Lepidotrigla abyssalis,"Jordan & Starks, 1904",accepted,Species,274879.0,Lepidotrigla abyssalis,Perciformes,Triglidae,Lepidotrigla,1.0,0.0,0.0,0.0,,2008-01-15T17:27:08.177Z
670522,Lepidotrigla alata,-,Triglidae,long_list,-,-,-,274880.0,https://www.marinespecies.org/aphia.php?p=taxdetails&id=274880,Lepidotrigla alata,"(Houttuyn, 1782)",accepted,Species,274880.0,Lepidotrigla alata,Perciformes,Triglidae,Lepidotrigla,1.0,0.0,0.0,0.0,,2008-01-15T17:27:08.177Z
548259,Lepidotrigla argus,-,Triglidae,long_list,-,-,-,274883.0,https://www.marinespecies.org/aphia.php?p=taxdetails&id=274883,Lepidotrigla argus,"Ogilby, 1910",accepted,Species,274883.0,Lepidotrigla argus,Perciformes,Triglidae,Lepidotrigla,1.0,0.0,0.0,0.0,,2008-01-15T17:27:08.177Z
1806863,Lepidotrigla bispinosa,-,Triglidae,long_list,-,-,-,218126.0,https://www.marinespecies.org/aphia.php?p=taxdetails&id=218126,Lepidotrigla bispinosa,"Steindachner, 1898",accepted,Species,218126.0,Lepidotrigla bispinosa,Perciformes,Triglidae,Lepidotrigla,1.0,0.0,0.0,0.0,,2008-01-15T17:27:08.177Z
2696617,Lepidotrigla brachyoptera,-,Triglidae,long_list,-,-,-,274885.0,https://www.marinespecies.org/aphia.php?p=taxdetails&id=274885,Lepidotrigla brachyoptera,"Hutton, 1872",accepted,Species,274885.0,Lepidotrigla brachyoptera,Perciformes,Triglidae,Lepidotrigla,1.0,0.0,0.0,0.0,,2008-01-15T17:27:08.177Z
